,ssim,psnr,lpips,flip
ssim,1.0,0.986013986013986,-0.9300699300699301,-0.986013986013986
psnr,0.986013986013986,1.0,-0.958041958041958,-0.9790209790209791
lpips,-0.9300699300699301,-0.958041958041958,1.0,0.958041958041958
flip,-0.986013986013986,-0.9790209790209791,0.958041958041958,1.0
