,ssim,psnr,lpips,flip
ssim,1.0,0.9948571672639069,-0.9732336833183584,-0.9869540408654284
psnr,0.9948571672639069,1.0,-0.9872653047878355,-0.9843108458968535
lpips,-0.9732336833183584,-0.9872653047878355,1.0,0.9824787700306477
flip,-0.9869540408654284,-0.9843108458968535,0.9824787700306477,1.0
