frame_index,timestamp,ssim,mse,psnr,fps,fps_interpolated,lpips,flip,optical_flow,resolution,comparison
0,0.0,0.9140229821205139,288.81658935546875,23.52458225783952,222.0,False,0.1431446671485901,5.876371383666992,,1080p,1080p_DLAA_vs_Quality
10,0.167,0.9340937733650208,240.18959045410156,24.325261792261053,222.0,False,0.13869783282279968,5.518348217010498,,1080p,1080p_DLAA_vs_Quality
20,0.333,0.9194276332855225,259.550537109375,23.98858428930652,222.0,False,0.14162133634090424,6.126992702484131,31.201934823374415,1080p,1080p_DLAA_vs_Quality
30,0.5,0.916545569896698,270.870849609375,23.803180909214127,222.0,False,0.14002445340156555,6.380528450012207,19.108886723781268,1080p,1080p_DLAA_vs_Quality
40,0.667,0.9293340444564819,245.70257568359375,24.226706516840903,222.0,False,0.134044349193573,6.237778663635254,1.7089843792867896,1080p,1080p_DLAA_vs_Quality
50,0.833,0.9374310970306396,209.99481201171875,24.908717953840597,222.0,False,0.1188100129365921,5.892160415649414,4.026580810074506,1080p,1080p_DLAA_vs_Quality
60,1.0,0.927854597568512,211.8596649169922,24.8703207981259,221.0,False,0.12631826102733612,5.99887752532959,21.0507812495739,1080p,1080p_DLAA_vs_Quality
70,1.167,0.9371185302734375,184.48324584960938,25.471234297519928,221.0,False,0.12170790135860443,5.653623104095459,10.9455261239479,1080p,1080p_DLAA_vs_Quality
80,1.333,0.9262586832046509,175.42822265625,25.689808975056145,221.0,False,0.13639575242996216,5.183253288269043,42.00486755526663,1080p,1080p_DLAA_vs_Quality
90,1.5,0.9370334148406982,132.9827423095703,26.892850763371065,221.0,False,0.13120761513710022,4.148313522338867,28.780975343231717,1080p,1080p_DLAA_vs_Quality
100,1.667,0.9457462430000305,106.60912322998047,27.852859892083263,221.0,False,0.12389400601387024,3.631721258163452,8.108322145056292,1080p,1080p_DLAA_vs_Quality
110,1.833,0.9487420320510864,103.72608184814453,27.971923877141712,221.0,False,0.12089872360229492,3.476120710372925,4.359634400830004,1080p,1080p_DLAA_vs_Quality
120,2.0,0.9558390378952026,84.08213806152344,28.88376614359192,220.0,False,0.11207152903079987,2.976316452026367,9.274230955466862,1080p,1080p_DLAA_vs_Quality
130,2.167,0.9601784944534302,73.93484497070312,29.442311943011617,220.0,False,0.10354568809270859,2.7378804683685303,17.46699523892876,1080p,1080p_DLAA_vs_Quality
140,2.333,0.9559065103530884,79.5665054321289,29.123500766395654,220.0,False,0.09228301048278809,2.704559326171875,13.903793334819397,1080p,1080p_DLAA_vs_Quality
150,2.5,0.9597310423851013,71.20845794677734,29.605487798510495,220.0,False,0.09032383561134338,2.4750986099243164,16.249465942689383,1080p,1080p_DLAA_vs_Quality
160,2.667,0.9551964402198792,75.49288177490234,29.351743569423068,220.0,False,0.09086837619543076,2.448633909225464,15.00529480080094,1080p,1080p_DLAA_vs_Quality
170,2.833,0.9539856314659119,67.72821807861328,29.823107113475622,220.0,False,0.09026318788528442,2.4012672901153564,25.488395691775523,1080p,1080p_DLAA_vs_Quality
180,3.0,0.9560704827308655,65.6519775390625,29.958325486241677,220.0,False,0.08891789615154266,2.353558301925659,19.543235779126206,1080p,1080p_DLAA_vs_Quality
190,3.167,0.9566341638565063,67.29780578613281,29.850794563840445,220.0,False,0.08188845217227936,2.336536407470703,13.519943238480337,1080p,1080p_DLAA_vs_Quality
200,3.333,0.9576718807220459,64.45756530761719,30.03806463561224,220.0,False,0.08142625540494919,2.3155853748321533,12.129821778544795,1080p,1080p_DLAA_vs_Quality
210,3.5,0.9428980350494385,74.88059997558594,29.38711045369668,220.0,False,0.08249009400606155,2.570425271987915,5.432785035211964,1080p,1080p_DLAA_vs_Quality
220,3.667,0.9473291039466858,84.75817108154297,28.848987839684092,220.0,False,0.07856142520904541,2.630617141723633,7.188873291183285,1080p,1080p_DLAA_vs_Quality
230,3.833,0.9328796863555908,111.3043212890625,27.665683351175396,220.0,False,0.08625267446041107,3.081252336502075,4.29067993122618,1080p,1080p_DLAA_vs_Quality
240,4.0,0.9440968632698059,109.02020263671875,27.755733759488702,220.0,False,0.08405828475952148,3.056537389755249,8.45794677783502,1080p,1080p_DLAA_vs_Quality
250,4.167,0.9247767329216003,130.2543487548828,26.982881290213328,220.0,False,0.09897790849208832,3.551846981048584,3.8170776374876425,1080p,1080p_DLAA_vs_Quality
260,4.333,0.9082552790641785,154.3956756591797,26.24445228492909,220.0,False,0.11079131066799164,3.896775484085083,9.212768554921041,1080p,1080p_DLAA_vs_Quality
270,4.5,0.918826699256897,172.51902770996094,25.762433590023235,220.0,False,0.11095503717660904,3.9844000339508057,16.011276244751883,1080p,1080p_DLAA_vs_Quality
280,4.667,0.9351887106895447,141.99891662597656,26.60795329901439,220.0,False,0.10408226400613785,3.6593472957611084,14.945251464682201,1080p,1080p_DLAA_vs_Quality
290,4.833,0.9441646337509155,141.0279083251953,26.637752962105242,220.0,False,0.09312769770622253,3.404625177383423,17.952453614269302,1080p,1080p_DLAA_vs_Quality
300,5.0,0.9397181868553162,143.65554809570312,26.55757957405104,219.0,False,0.09130831062793732,3.3134799003601074,8.894561766969275,1080p,1080p_DLAA_vs_Quality
310,5.167,0.9503176212310791,117.79374694824219,27.419581242194795,219.0,False,0.08367590606212616,2.8951377868652344,27.872589112537526,1080p,1080p_DLAA_vs_Quality
320,5.333,0.912977933883667,135.4687042236328,26.812413841284513,219.0,False,0.12259291112422943,3.596848964691162,1.6592407223348005,1080p,1080p_DLAA_vs_Quality
330,5.5,0.8972840905189514,116.53070068359375,27.466400030511494,219.0,False,0.15549534559249878,3.904513359069824,1.3651123047585543,1080p,1080p_DLAA_vs_Quality
340,5.667,0.9432249069213867,53.996315002441406,30.807162386137072,219.0,False,0.0898698940873146,2.328214406967163,15.951110841075206,1080p,1080p_DLAA_vs_Quality
350,5.833,0.8740416765213013,146.2664794921875,26.479355524430726,219.0,False,0.16571271419525146,4.514369487762451,2.4795227055228963,1080p,1080p_DLAA_vs_Quality
360,6.0,0.9091505408287048,78.3135757446289,29.192433068569315,218.0,False,0.11381186544895172,3.232353448867798,1.986770630513945,1080p,1080p_DLAA_vs_Quality
370,6.167,0.9418657422065735,63.15071105957031,30.127021159130752,218.0,False,0.08838648349046707,2.4235849380493164,11.945068359123525,1080p,1080p_DLAA_vs_Quality
380,6.333,0.864654004573822,149.3794403076172,26.387895329694384,218.0,False,0.1989155262708664,4.95114278793335,22.05543518117679,1080p,1080p_DLAA_vs_Quality
390,6.5,0.883428692817688,160.56158447265625,26.074387156116003,218.0,False,0.19515523314476013,5.211214065551758,43.67941284131672,1080p,1080p_DLAA_vs_Quality
400,6.667,0.8943036794662476,108.91645050048828,27.75986881277194,218.0,False,0.1290971040725708,3.931945562362671,74.07006836029461,1080p,1080p_DLAA_vs_Quality
410,6.833,0.9152541160583496,101.60504913330078,28.061650706734987,218.0,False,0.08055509626865387,3.4644839763641357,18.677551269359128,1080p,1080p_DLAA_vs_Quality
420,7.0,0.9556798934936523,82.30298614501953,28.976647681492345,214.0,False,0.06536982208490372,2.8388257026672363,20.4133300754209,1080p,1080p_DLAA_vs_Quality
430,7.167,0.9082257151603699,119.88650512695312,27.343100608277755,214.0,False,0.09123186022043228,3.7690274715423584,27.874176025603504,1080p,1080p_DLAA_vs_Quality
440,7.333,0.9533154368400574,88.76676940917969,28.64829946477051,214.0,False,0.07645528763532639,3.0280590057373047,0.717681883281216,1080p,1080p_DLAA_vs_Quality
450,7.5,0.9557403326034546,84.13583374023438,28.880993581598876,214.0,False,0.07584694027900696,3.0069010257720947,1.757171632504594,1080p,1080p_DLAA_vs_Quality
460,7.667,0.9519063234329224,95.63277435302734,28.3247360581601,214.0,False,0.08498053252696991,3.1906118392944336,5.0507507355745815,1080p,1080p_DLAA_vs_Quality
470,7.833,0.9485442042350769,102.29088592529297,28.032434208867798,214.0,False,0.08390572667121887,3.394047975540161,9.400848391558725,1080p,1080p_DLAA_vs_Quality
480,8.0,0.9098684787750244,130.3878173828125,26.97843345320042,205.0,False,0.09988854080438614,4.243826389312744,0.15527344254644504,1080p,1080p_DLAA_vs_Quality
