,ssim,psnr,lpips,flip
ssim,1.0,0.5593783428029905,-0.6832304862064453,-0.644313746965897
psnr,0.5593783428029905,1.0,-0.9687783884474062,-0.986412390166112
lpips,-0.6832304862064453,-0.9687783884474062,1.0,0.9770084468205945
flip,-0.644313746965897,-0.986412390166112,0.9770084468205945,1.0
