,ssim,psnr,lpips,flip
ssim,1.0,0.8111888111888111,-0.7132867132867133,-0.7552447552447552
psnr,0.8111888111888111,1.0,-0.958041958041958,-0.986013986013986
lpips,-0.7132867132867133,-0.958041958041958,1.0,0.972027972027972
flip,-0.7552447552447552,-0.986013986013986,0.972027972027972,1.0
