resolution,n_games,n_frames_total,ssim_consistency_mean,ssim_consistency_std,ssim_within_variance,ssim_mdd_2std,ssim_mdd_3std,psnr_consistency_mean,psnr_consistency_std,psnr_within_variance,psnr_mdd_2std,psnr_mdd_3std,lpips_consistency_mean,lpips_consistency_std,lpips_within_variance,lpips_mdd_2std,lpips_mdd_3std,flip_consistency_mean,flip_consistency_std,flip_within_variance,flip_mdd_2std,flip_mdd_3std
1440p,1,354,0.7987401565210631,,0.1260393176238401,0.2520786352476802,0.3781179528715203,23.740623988567524,,5.609242019917184,11.218484039834369,16.827726059751555,0.18997787012717632,,0.12666190890806375,0.2533238178161275,0.3799857267241913,8.004272801075446,,8.665126286186199,17.330252572372398,25.995378858558595
1080p,1,354,0.777307623084424,,0.12545301061026765,0.2509060212205353,0.37635903183080294,23.297172943391494,,5.275441578657657,10.550883157315313,15.826324735972971,0.1985385261891756,,0.1192012293027904,0.2384024586055808,0.35760368790837116,7.688149299049003,,5.7548475758372994,11.509695151674599,17.2645427275119
4K,1,355,0.7859107532499122,,0.12979785128660723,0.25959570257321446,0.38939355385982166,21.53024251373416,,3.6463524938025147,7.292704987605029,10.939057481407545,0.2150320262635048,,0.11316744629199947,0.22633489258399894,0.3395023388759984,8.848992441069912,,6.728260896391754,13.456521792783509,20.184782689175265
