comparison,resolution,frames,ssim_mean,ssim_std,psnr_mean,psnr_std,lpips_mean,lpips_std,flip_mean,flip_std
1440p_DLAA_Consistency,1440p,354,0.7987401565210631,0.1260393176238401,23.740623988567524,5.609242019917184,0.18997787012717632,0.12666190890806375,8.004272801075446,8.665126286186199
1080p_DLAA_Consistency,1080p,354,0.777307623084424,0.12545301061026765,23.297172943391494,5.275441578657657,0.1985385261891756,0.1192012293027904,7.688149299049003,5.7548475758372994
4K_DLAA_Consistency,4K,355,0.7859107532499122,0.12979785128660723,21.53024251373416,3.6463524938025147,0.2150320262635048,0.11316744629199947,8.848992441069912,6.728260896391754
