comparison,resolution,metric,n,pearson_r,pearson_p,spearman_rho,spearman_p,x_dw,y_dw,x_autocorr,y_autocorr,effective_n,x_autocorr_interpretation,y_autocorr_interpretation
1440p_DLAA_vs_Balanced,1440p,lpips,848,-0.12998081491459434,0.0001472699887424876,-0.14179234777194583,3.4142056249826174e-05,5.999227326679316e-05,0.011263029474518405,0.9999700038633667,0.9943684852627408,283.2011153981083,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1440p_DLAA_vs_Balanced,1440p,flip,848,-0.24320329765108248,6.980814472147241e-13,-0.2756774443205175,2.9603139235667625e-16,5.999227326679316e-05,0.00972375285987421,0.9999700038633667,0.9951381235700629,283.1283425906459,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1440p_DLAA_vs_Quality,1440p,ssim,848,0.13154017277638846,0.0001222542532479901,0.16117676896444377,2.3877063741721633e-06,5.96630366774578e-05,0.0008098023796008068,0.9999701684816613,0.9995950988101996,282.7076340851258,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1440p_DLAA_vs_Quality,1440p,lpips,848,-0.27338234309571013,5.311650200573988e-16,-0.2730734540685473,5.744023631431709e-16,5.96630366774578e-05,0.007750124182011898,0.9999701684816613,0.996124937908994,283.03507395049655,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1440p_DLAA_vs_Quality,1440p,flip,848,-0.3828823043295421,5.369588563358075e-31,-0.42925174862733223,2.456015118517622e-39,5.96630366774578e-05,0.005486737349353596,0.9999701684816613,0.9972566313253232,282.92820551805073,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Performance,4K,ssim,846,0.17019261279593995,6.38190813465926e-07,0.2195518604963565,1.0794495991782711e-10,4.731349250060715e-05,0.0007007620739272742,0.9999763432537497,0.9996496189630364,282.0351639358356,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Performance,4K,lpips,846,-0.37466635177588115,1.3814877784088834e-29,-0.38782421286000085,9.419527471338553e-32,4.731349250060715e-05,0.008758804954923849,0.9999763432537497,0.9956205975225381,282.41449591705253,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Performance,4K,flip,846,-0.4849002217325458,4.224132983909398e-51,-0.5158830421381568,1.0342667659121478e-58,4.731349250060715e-05,0.004408622525718839,0.9999763432537497,0.9977956887371405,282.20958464214897,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Performance,1080p,ssim,851,0.1791804206261821,1.42502490034588e-07,0.18120149130768864,1.0243998830218659e-07,6.0682786800280214e-05,0.0006705275417260799,0.9999696586065998,0.999664736229137,283.7012408795911,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Performance,1080p,lpips,851,-0.11500395472866043,0.0007762965471495491,-0.10837770743682898,0.001544087053550327,6.0682786800280214e-05,0.006172210588625744,0.9999696586065998,0.9969138947056871,283.9616504483257,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Performance,1080p,flip,851,-0.3194793668210672,1.2038489088045782e-21,-0.3135372352129593,7.231225127821582e-21,6.0682786800280214e-05,0.005078571826995595,0.9999696586065998,0.9974607140865022,283.9098474989435,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Balanced,4K,ssim,846,0.13422832181139197,8.997877870770261e-05,0.1888087709954664,3.140287441691649e-08,5.248998157124465e-05,0.0008306080241092491,0.9999737550092144,0.9995846959879454,282.0415117160859,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Balanced,4K,lpips,846,-0.2789228245942451,1.3927685053728985e-16,-0.3309517905999965,4.511560087225649e-23,5.248998157124465e-05,0.009087761284308717,0.9999737550092144,0.9954561193578456,282.4302472374725,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Balanced,4K,flip,846,-0.406677251085934,4.939728434044915e-35,-0.43608316640042594,1.3786500937722485e-40,5.248998157124465e-05,0.004544092129219651,0.9999737550092144,0.9977279539353902,282.21620499320784,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1440p_DLAA_vs_Performance,1440p,ssim,848,0.1536906964965279,6.9349680651236475e-06,0.17523616315683793,2.818253499529397e-07,5.526743542378594e-05,0.0008781457468616932,0.9999723662822881,0.9995609271265692,282.7106476408801,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1440p_DLAA_vs_Performance,1440p,lpips,848,-0.19374092984767244,1.289342880588288e-08,-0.19604120166221226,8.596188300750691e-09,5.526743542378594e-05,0.009290538542084599,0.9999723662822881,0.9953547307289577,283.10764485325797,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1440p_DLAA_vs_Performance,1440p,flip,848,-0.3201599009059032,1.15206573497201e-21,-0.34603136548438396,2.925783276201998e-25,5.526743542378594e-05,0.006620568879581944,0.9999723662822881,0.996689715560209,282.9815230546807,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Quality,4K,ssim,846,0.20755656339443918,1.0973227330116236e-09,0.24603602114047132,3.9434283923984546e-13,5.1012272510710157e-05,0.0014570835877966933,0.9999744938637446,0.9992714582061016,282.0708983256797,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Quality,4K,lpips,846,-0.5627453051214265,7.906791623562794e-72,-0.5789973310469364,6.920013623789956e-77,5.1012272510710157e-05,0.008880655816902361,0.9999744938637446,0.9955596720915488,282.42041423360155,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Quality,4K,flip,846,-0.5395863864264112,4.348850985983147e-65,-0.5554974937402346,1.1603389674445066e-69,5.1012272510710157e-05,0.006601850091880038,0.9999744938637446,0.99669907495406,282.31303162384455,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Ultra_Performance,4K,ssim,846,0.11009009839917344,0.0013407673663255405,0.15868274499251844,3.5170871349006953e-06,5.142175184373372e-05,0.0004435217363625572,0.9999742891240782,0.9997782391318187,282.0232642630283,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Ultra_Performance,4K,lpips,846,-0.27816680416123474,1.6931899827468186e-16,-0.2980794692332726,8.050962206143881e-19,5.142175184373372e-05,0.005441069999299225,0.9999742891240782,0.9972794650003504,282.2583836406395,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Ultra_Performance,4K,flip,846,-0.42478293281701274,2.1833796205617425e-38,-0.4339094669232454,3.707427624107874e-40,5.142175184373372e-05,0.003166201059586942,0.9999742891240782,0.9984168994702065,282.15130941490804,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Ultra_Performance,1080p,ssim,851,0.19979609687592625,4.121489037214853e-09,0.17932374271523618,1.392226632568222e-07,5.220350650398142e-05,0.0008110343272132333,0.999973898246748,0.9995944828363934,283.70748450572233,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Ultra_Performance,1080p,lpips,851,-0.16328673997289528,1.6798447193339812e-06,-0.08785792204479587,0.010342121112381331,5.220350650398142e-05,0.004885534337373529,0.999973898246748,0.9975572328313133,283.9003042126665,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Ultra_Performance,1080p,flip,851,-0.2941817533671266,1.8864034181290367e-18,-0.23790432070106957,2.0489303023695247e-12,5.220350650398142e-05,0.00613264041154827,0.999973898246748,0.9969336797942259,283.9593740679463,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
