,ssim,psnr,lpips,flip
ssim,1.0,0.9351098169256407,-0.9390292750018189,-0.9655746138830754
psnr,0.9351098169256407,1.0,-0.9971055730232606,-0.9911992890840813
lpips,-0.9390292750018189,-0.9971055730232606,1.0,0.9916947073687581
flip,-0.9655746138830754,-0.9911992890840813,0.9916947073687581,1.0
