game,resolution,mode,comparison_type,comparison_name,frames,ssim_mean,ssim_std,ssim_min,ssim_max,ssim_median,mse_mean,mse_std,mse_min,mse_max,mse_median,psnr_mean,psnr_std,psnr_min,psnr_max,psnr_median,lpips_mean,lpips_std,lpips_min,lpips_max,lpips_median,flip_mean,flip_std,flip_min,flip_max,flip_median,optical_flow_consistency_mean,optical_flow_consistency_std,optical_flow_consistency_min,optical_flow_consistency_max,optical_flow_consistency_median
tomb_raider_highest_scene_1,4K,Consistency,consistency,4K_DLAA_Consistency,241,0.864891007975424,0.023994103178069652,0.8053890466690063,0.9527702927589417,0.8650079369544983,119.63697233239645,50.10960529041196,21.907207489013672,302.1011047363281,116.46150207519531,27.756712204753104,1.9591100719064989,23.329280474449643,34.72493339281862,27.468979736983265,0.14902448122432124,0.04493365965531405,0.05588153004646301,0.26199835538864136,0.1477237343788147,3.1100888702384664,0.6801836950650458,1.2940850257873535,5.3096113204956055,3.2020785808563232,4.113591278670101,3.8265806959122846,0.006637574720343764,19.988647457041395,2.916282653703149
tomb_raider_highest_scene_1,1440p,Performance,dlss_mode,1440p_DLAA_vs_Performance,241,0.8643004144870394,0.021264728761556776,0.8104376792907715,0.9113718271255493,0.869026243686676,132.9616808752796,53.08939387880629,52.01772689819336,388.88433837890625,121.33493041992188,27.191779569523725,1.5771777396024145,22.232599078016566,30.969289906539743,27.29094515444058,0.1701655194657967,0.02572044265183637,0.11605924367904663,0.2640780806541443,0.16610515117645264,3.226076753307675,0.6039970836673813,1.9805808067321777,5.142416477203369,3.150514602661133,4.803497075332393,6.5781132686189405,0.0036087122053629628,50.2878036425933,3.108489995016569
tomb_raider_highest_scene_1,4K,Quality,dlss_mode,4K_DLAA_vs_Quality,241,0.8500800837619671,0.022038459602074904,0.8022647500038147,0.8912849426269531,0.8565788865089417,222.9664216734067,75.40131432061895,119.43983459472656,485.8262939453125,207.04026794433594,24.869313335164325,1.355283609517077,21.26599344827921,27.35931167579669,24.970255398300804,0.2473285623605815,0.03180321217047526,0.15268389880657196,0.3457486629486084,0.24436037242412567,4.241091600592205,0.7502095881443538,2.860023260116577,6.493601322174072,4.14347505569458,5.133262937912232,5.995477222578739,0.007797258068876545,47.09495546088871,3.193420427841147
tomb_raider_highest_scene_1,4K,Ultra_Performance,dlss_mode,4K_DLAA_vs_Ultra_Performance,241,0.8582841749013213,0.020380709308634143,0.8054358959197998,0.8951597809791565,0.864121675491333,201.2614412426454,68.86828914574839,109.1269760131836,475.7885437011719,185.27349853515625,25.30740503998512,1.3196994020138628,21.356663802227033,27.751482401098208,25.452670584570434,0.23346877388687054,0.03366392858979942,0.132276713848114,0.3375738263130188,0.22957894206047058,3.9873320729900694,0.738054298969142,2.478332281112671,6.144497871398926,3.8569324016571045,5.925080753976581,7.037222518051511,0.04257196952714537,75.09135439071781,4.633590744933926
tomb_raider_highest_scene_1,1080p,Ultra_Performance,dlss_mode,1080p_DLAA_vs_Ultra_Performance,241,0.8502442270393689,0.023300482941595656,0.7952337265014648,0.8953897953033447,0.8531098365783691,156.4159610795777,71.87724865390987,66.53414916992188,438.6276550292969,136.9485626220703,26.579300662035255,1.79256165627652,21.709843508360507,29.900357533182408,26.765228825004876,0.20031708553124267,0.02709556013310828,0.1374421864748001,0.2802623212337494,0.20099744200706482,3.648498708281774,0.7451526460089556,2.37123966217041,5.921472072601318,3.5493454933166504,8.736242134299085,8.679709674062396,0.020923625391958467,64.49005124994164,6.533889774597327
cod_mw2_extreme,1440p,Consistency,consistency,1440p_DLAA_Consistency,354,0.7987401565210631,0.1260393176238401,0.056612707674503326,0.9992000460624695,0.8128431737422943,690.2628724224824,2283.160311823107,4.784652233123779,27718.474609375,292.9849853515625,23.740623988567524,5.609242019917184,3.703110341690932,41.332299837966445,23.462375108768164,0.18997787012717632,0.12666190890806375,0.00019013075507245958,0.865211009979248,0.15175895392894745,8.004272801075446,8.665126286186199,0.025749238207936287,90.1871337890625,6.065242528915405,150.21927017516825,813.3261407485691,0.0002553094615178608,11952.929031375043,24.637332912897875
cod_mw2_extreme,1080p,Quality,dlss_mode,1080p_DLAA_vs_Quality,354,0.7327548253203947,0.13125098361587548,0.002965642372146249,0.9992929697036743,0.7205731570720673,728.1812119039439,1322.878435183518,3.5552797317504883,22294.79296875,453.52845764160156,21.564238586609846,4.41114183537188,4.6487691705723035,42.62206583881949,21.56479934643402,0.24628815360919448,0.12193546830036253,0.0002461288240738213,0.9786245226860046,0.2340180203318596,9.202924533089423,5.569038720461429,0.019931700080633163,78.3522720336914,7.789807081222534,192.62425483782263,764.4048559330333,2.7400931523757777e-10,11194.22578811645,44.40888977655953
cod_mw2_extreme,1440p,Ultra_Performance,dlss_mode,1440p_DLAA_vs_Ultra_Performance,354,0.7373884423809537,0.12451231488018691,0.38636907935142517,0.9992466568946838,0.7298705577850342,716.257362128651,659.5737669774601,4.381978511810303,6422.29345703125,526.4192199707031,21.362718886443346,4.713811567799501,10.053902147514783,41.714101173157694,20.91748854380451,0.27553041823935764,0.11192024696209843,0.00046680227387696505,0.56784588098526,0.26201866567134857,9.518326827077626,4.645424031324161,0.023641783744096756,39.30531311035156,8.746694564819336,143.02432720462278,473.0122956042162,4.442145358041216e-05,7783.070190430387,47.37136840365332
cod_mw2_extreme,1080p,Balanced,dlss_mode,1080p_DLAA_vs_Balanced,354,0.7321275093284894,0.1278016195646865,0.005509030539542437,0.9991406202316284,0.7197337448596954,762.4809025303792,1595.6886078487066,4.304657459259033,27724.6953125,476.91937255859375,21.368897941697465,4.298815036545487,3.702135788087346,41.79141762446962,21.346400521907846,0.24959902851758486,0.12077256985050674,0.00026807698304764926,0.9459615349769592,0.23488443344831467,9.452799073641456,6.04853906951644,0.023640817031264305,87.38826751708984,8.229595184326172,198.6347811576832,725.4085309023617,0.001081881383884431,10606.519531232098,40.91537475390818
cod_mw2_extreme,1440p,Balanced,dlss_mode,1440p_DLAA_vs_Balanced,354,0.7118029781498179,0.1371368922235868,0.0014060650719329715,0.9992563128471375,0.7058384418487549,900.9631836966606,1358.2007523278558,4.337865352630615,17961.609375,611.7301025390625,20.334587857022544,4.158014535423873,5.5873511364976745,41.75804293484128,20.26520958641641,0.2989258666459578,0.12184549532218106,0.00024257048789877445,0.8940497636795044,0.28623709082603455,10.748045523887722,6.086155879939691,0.02380351908504963,70.41160583496094,9.569777965545654,193.53000246496384,719.1829806995858,4.442154976835866e-05,9319.789554597322,54.23011780024656
