comparison,resolution,frames,ssim_mean,ssim_std,psnr_mean,psnr_std,lpips_mean,lpips_std,flip_mean,flip_std
1440p_DLAA_Consistency,1440p,544,0.695380901616505,0.08226397165337125,19.431466247918394,2.8474093816545953,0.271322941460633,0.09274144802063618,10.084085412159125,4.002528727076356
1080p_DLAA_Consistency,1080p,544,0.6575642441235044,0.08476078201157669,18.725744534726065,2.7912775650109953,0.3016694650714806,0.0935716893336155,11.480468770434314,4.561176340640166
4K_DLAA_Consistency,4K,544,0.7242509547949714,0.07364857326685974,19.446626732485772,2.8727614876370713,0.28963901754297483,0.09319040008072463,9.946502598440823,4.052255791959075
