resolution,n_games,n_frames_total,ssim_consistency_mean,ssim_consistency_std,ssim_within_variance,ssim_mdd_2std,ssim_mdd_3std,psnr_consistency_mean,psnr_consistency_std,psnr_within_variance,psnr_mdd_2std,psnr_mdd_3std,lpips_consistency_mean,lpips_consistency_std,lpips_within_variance,lpips_mdd_2std,lpips_mdd_3std,flip_consistency_mean,flip_consistency_std,flip_within_variance,flip_mdd_2std,flip_mdd_3std
1440p,1,544,0.695380901616505,,0.08226397165337125,0.1645279433067425,0.24679191496011377,19.431466247918394,,2.8474093816545953,5.694818763309191,8.542228144963786,0.271322941460633,,0.09274144802063618,0.18548289604127235,0.27822434406190855,10.084085412159125,,4.002528727076356,8.005057454152713,12.007586181229069
1080p,1,544,0.6575642441235044,,0.08476078201157669,0.16952156402315338,0.2542823460347301,18.725744534726065,,2.7912775650109953,5.582555130021991,8.373832695032986,0.3016694650714806,,0.0935716893336155,0.187143378667231,0.2807150680008465,11.480468770434314,,4.561176340640166,9.122352681280333,13.6835290219205
4K,1,544,0.7242509547949714,,0.07364857326685974,0.14729714653371948,0.2209457198005792,19.446626732485772,,2.8727614876370713,5.745522975274143,8.618284462911214,0.28963901754297483,,0.09319040008072463,0.18638080016144926,0.27957120024217386,9.946502598440823,,4.052255791959075,8.10451158391815,12.156767375877225
