comparison,metric,n_samples,test,statistic,p_value,significant,significant_bonferroni,mean_difference,ci_95_lower,ci_95_upper,cohens_d,effect_magnitude
1080p_DLAA_vs_Ultra_Performance,lpips,354,paired_t_test,45.15949685747228,9.569876615737258e-149,True,True,0.3012074636680858,0.2880898057868488,0.31432512154932285,2.4002001778689097,large
1080p_DLAA_vs_Ultra_Performance,flip,354,paired_t_test,33.667253442999645,3.0352402240770968e-112,True,True,10.9779647382313,10.336675711540678,11.619253764921922,1.7893943317677719,large
1440p_DLAA_Consistency,ssim,354,paired_t_test,-30.001187144316308,3.878199499715349e-99,True,True,-0.20125984347893694,-0.21445329288590267,-0.1880663940719712,-1.5945451063667369,large
1440p_DLAA_Consistency,lpips,354,paired_t_test,28.18021733242289,2.333600452221468e-92,True,True,0.18997787012717632,0.17671924957548782,0.20323649067886482,1.497761652817756,large
1440p_DLAA_Consistency,flip,354,paired_t_test,17.35538842728407,3.1838919480788334e-49,True,True,8.004272801075446,7.0972311936069,8.911314408543992,0.9224284876694455,large
1080p_DLAA_Consistency,ssim,354,paired_t_test,-33.351211577002466,3.830328731117624e-111,True,True,-0.22269237691557592,-0.2358244533155598,-0.20956030051559205,-1.7725968961060208,large
1080p_DLAA_Consistency,lpips,354,paired_t_test,31.29330349581806,7.687855068535539e-104,True,True,0.1985385261891756,0.18606086907627312,0.2110161833020781,1.663220315625377,large
1080p_DLAA_Consistency,flip,354,paired_t_test,25.10009330329455,1.6560048274392737e-80,True,True,7.688149299049003,7.085747669398736,8.290550928699268,1.3340549076805177,large
4K_DLAA_Consistency,ssim,355,paired_t_test,-31.033373050564734,4.982592302566117e-103,True,True,-0.2140892467500878,-0.22765679319953716,-0.20052170030063846,-1.6470804241594719,large
4K_DLAA_Consistency,lpips,355,paired_t_test,35.75059403913391,1.574167733319565e-119,True,True,0.2150320262635048,0.20320282748314952,0.22686122504386005,1.8974445187761564,large
4K_DLAA_Consistency,flip,355,paired_t_test,24.74529477934647,3.4033023294024825e-79,True,True,8.848992441069912,8.145698886277238,9.552285995862587,1.3133438815918674,large
