resolution,n_games,n_frames_total,ssim_consistency_mean,ssim_consistency_std,ssim_within_variance,ssim_mdd_2std,ssim_mdd_3std,psnr_consistency_mean,psnr_consistency_std,psnr_within_variance,psnr_mdd_2std,psnr_mdd_3std,lpips_consistency_mean,lpips_consistency_std,lpips_within_variance,lpips_mdd_2std,lpips_mdd_3std,flip_consistency_mean,flip_consistency_std,flip_within_variance,flip_mdd_2std,flip_mdd_3std
1440p,1,704,0.8152668621306393,,0.09305890023016554,0.18611780046033108,0.2791767006904966,22.97302235534212,,5.863324473669757,11.726648947339514,17.589973421009272,0.19898770188658751,,0.08447235984634793,0.16894471969269587,0.2534170795390438,6.4251723102378575,,6.036505311262892,12.073010622525784,18.109515933788675
1080p,1,705,0.8638414194820621,,0.10591861785844156,0.21183723571688312,0.31775585357532465,25.523333576491858,,6.340612868943361,12.681225737886722,19.021838606830084,0.1461838698609078,,0.07718331641856482,0.15436663283712965,0.23154994925569447,4.9156496565392676,,4.864067894876969,9.728135789753939,14.592203684630908
