comparison,resolution,frames,ssim_mean,ssim_std,psnr_mean,psnr_std,lpips_mean,lpips_std,flip_mean,flip_std
1440p_DLAA_Consistency,1440p,179,0.895794301059659,0.02765486946759302,26.114354759182625,2.7857969315232327,0.15143717754653047,0.02376622904098592,3.503514146338628,0.9170726781624938
1080p_DLAA_Consistency,1080p,179,0.8417740587415642,0.03623513352476254,23.31773281680416,2.972012036906859,0.21852006340742777,0.04214220096607967,5.4096475120363285,1.7824023661203707
4K_DLAA_Consistency,4K,179,0.8609029194496197,0.03461399850476948,24.584346624074048,2.970207678590659,0.18424108197818923,0.03319083381995244,4.297577474037362,1.1979582358382022
