game,resolution,mode,config_name,ssim,psnr,lpips,flip,fps_norm,ssim_norm,lpips_norm,efficiency_score
forza_motorsport_ultra,1440p,Performance,1440p_Performance,0.8850754109840819,24.925575401826283,0.1883586328996959,4.048754113346504,0.8,0.9417942813599436,0.8648003900259267,0.8619784014157612
forza_motorsport_ultra,1440p,Quality,1440p_Quality,0.8821488575562418,24.661133266789413,0.1802261776535371,4.233734481078287,0.4,0.936433385910114,0.8794629845320743,0.7047689111326565
forza_motorsport_ultra,1440p,Ultra_Performance,1440p_Ultra_Performance,0.8799466074511991,24.86414349481964,0.2119616074227421,4.438481135408305,1.0,0.9323992779197386,0.8222448721540241,0.9263932450221288
forza_motorsport_ultra,4K,Balanced,4K_Balanced,0.8455275363762286,23.387568589937352,0.2216887293206579,5.19538406353423,0.6,0.8693500132940265,0.8047071372653662,0.7422171451678178
forza_motorsport_ultra,4K,Performance,4K_Performance,0.8320397138595581,22.235435217472837,0.2478987788521377,5.955552341551754,0.8,0.84464285925068,0.7574511344182984,0.8006281981006936
forza_motorsport_ultra,4K,Quality,4K_Quality,0.8445968438127187,23.119988189723543,0.2197144443595875,5.233678864200688,0.4,0.8676451595635437,0.8082667190826082,0.6627735635938456
forza_motorsport_ultra,4K,Ultra_Performance,4K_Ultra_Performance,0.8212222483571016,21.758264661736433,0.2804415530665626,6.5242314811525395,1.0,0.8248272970131544,0.6987774020744769,0.8570814097262893
marvel_rivals_low,1080p,Balanced,1080p_Balanced,0.6568956207484007,18.51732020463253,0.3145249861751354,11.73812282299075,0.6,0.5238118219997667,0.637325903858799,0.5883413177575697
marvel_rivals_low,1080p,Performance,1080p_Performance,0.7850305263829582,22.310241762123272,0.1412362199078095,6.374434416182339,0.8,0.7585308693426435,0.9497608125474771,0.8324875045670361
marvel_rivals_low,1080p,Quality,1080p_Quality,0.6652310871354797,18.81596995013733,0.2947201386936392,11.24201645187157,0.4,0.5390808286755411,0.6730335024975295,0.5236342993519212
marvel_rivals_low,1080p,Ultra_Performance,1080p_Ultra_Performance,0.6874067728125721,19.2450188686071,0.2781725342035157,10.461167644032644,1.0,0.5797025140041828,0.7028683810603584,0.7847712685193624
marvel_rivals_low,1440p,Balanced,1440p_Balanced,0.6798448934055427,18.62201388519967,0.3147445016828201,11.229240349000868,0.6,0.5658505731786144,0.6369301233989542,0.6008342089732706
marvel_rivals_low,1440p,Performance,1440p_Performance,0.6873252972659162,18.840030942157227,0.2996907581058194,10.864303119371042,0.8,0.5795532661267359,0.6640716115704803,0.6930874633091649
marvel_rivals_low,1440p,Quality,1440p_Quality,0.8619126811185304,23.77290576002562,0.1133715781222289,4.964903186732793,0.4,0.8993645167225989,1.0,0.7298093550167797
marvel_rivals_low,1440p,Ultra_Performance,1440p_Ultra_Performance,0.7765599007800441,21.50932637244768,0.1822273915048058,6.8812643583206565,1.0,0.7430142764043804,0.8758548506619127,0.885660738119888
marvel_rivals_low,4K,Balanced,4K_Balanced,0.7068032178589526,18.58400923053032,0.3377736673676683,11.281685617094968,0.6,0.6152331532205513,0.595409167177116,0.6031926961193002
marvel_rivals_low,4K,Performance,4K_Performance,0.7113209340639193,18.75180433673781,0.32710924952784,10.905471327933755,0.8,0.6235087596101132,0.6146368210278257,0.6914436741913818
marvel_rivals_low,4K,Quality,4K_Quality,0.7096354390001473,18.784522043008614,0.3234688673264292,10.886803975054884,0.4,0.6204212496633856,0.6212003306262208,0.532486474086882
marvel_rivals_low,4K,Ultra_Performance,4K_Ultra_Performance,0.698487381779534,18.071731098796263,0.3786677074283087,12.365044957300755,1.0,0.6000001055763171,0.5216783307964865,0.7365035309118411
rdr2_ultra,1080p,Balanced,1080p_Balanced,0.4736988021882092,16.90927425491684,0.4886984311238291,17.639423697505247,0.6,0.18822970629329452,0.3232959436905254,0.39345769499514593
rdr2_ultra,1080p,Performance,1080p_Performance,0.4952705368945933,17.712991266433534,0.4508858408906065,16.37102869501533,0.8,0.22774506703548247,0.39147101026451403,0.505764823189999
rdr2_ultra,1080p,Quality,1080p_Quality,0.4766908912907673,17.05306928620278,0.4729689437837068,16.951244189184678,0.4,0.1937106507731727,0.35165577939533665,0.3236099290505528
rdr2_ultra,1080p,Ultra_Performance,1080p_Ultra_Performance,0.4959286618605256,17.21146095861028,0.480802040323615,16.497515645325183,1.0,0.2289506281920712,0.3375329204535147,0.5699450645936758
rdr2_ultra,1440p,Balanced,1440p_Balanced,0.4798572361846513,16.664134227856778,0.4966561439458893,17.775518148684803,0.6,0.1995107990885042,0.30894840499840004,0.39253776122607126
rdr2_ultra,1440p,Performance,1440p_Performance,0.5512654147810241,19.130653986618245,0.3611930285164086,12.18356364059864,0.8,0.330317151733995,0.5531846991999698,0.5850505552801895
