,ssim,psnr,lpips,flip
ssim,1.0,0.965034965034965,-0.9440559440559441,-0.972027972027972
psnr,0.965034965034965,1.0,-0.8951048951048951,-0.951048951048951
lpips,-0.9440559440559441,-0.8951048951048951,1.0,0.958041958041958
flip,-0.972027972027972,-0.951048951048951,0.958041958041958,1.0
