comparison,resolution,frames,ssim_mean,ssim_std,psnr_mean,psnr_std,lpips_mean,lpips_std,flip_mean,flip_std
1440p_DLAA_Consistency,1440p,525,0.6463747091804232,0.06385549787115194,21.000242567468828,2.6606079254839776,0.1876544254450571,0.07491841110983144,8.487498962084452,4.321576946833639
1080p_DLAA_Consistency,1080p,525,0.6276019045852479,0.059687161837194906,20.5465778328118,2.492835812419348,0.19472390540298962,0.06550874956380977,8.806222114562988,2.762285996700395
4K_DLAA_Consistency,4K,525,0.7625861029397873,0.08444702136163264,23.79531619972684,2.938014216581618,0.13885667037396204,0.05812977795269842,5.9300878822803496,2.4492674729895785
