,ssim,psnr,lpips,flip
ssim,1.0,0.9770215877758912,-0.9934443709033305,-0.9854097475928743
psnr,0.9770215877758912,1.0,-0.9708574442680774,-0.9575984284545267
lpips,-0.9934443709033305,-0.9708574442680774,1.0,0.9802419807377021
flip,-0.9854097475928743,-0.9575984284545267,0.9802419807377021,1.0
