comparison,resolution,metric,n,pearson_r,pearson_p,spearman_rho,spearman_p,x_dw,y_dw,x_autocorr,y_autocorr,effective_n,x_autocorr_interpretation,y_autocorr_interpretation
4K_DLAA_vs_Balanced,4K,flip,525,-0.29596590003433126,4.487282618713196e-12,-0.2654070935377313,6.496778391227961e-10,0.00029273231975232334,0.14554802775055775,0.9998536338401238,0.9272259861247212,179.35965814496888,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1440p_DLAA_vs_Performance,1440p,ssim,525,-0.07856694873108128,0.07206848516021243,-0.02152473889890757,0.6226661972676586,0.04239832299146086,0.002232825888724145,0.9788008385042696,0.998883587055638,176.3114974486532,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1440p_DLAA_vs_Performance,1440p,lpips,525,-0.019867451564906033,0.6496990710910631,-0.006693199459929353,0.8784009289500738,0.04239832299146086,0.02075276179739662,0.9788008385042696,0.9896236191013017,176.86149925589893,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1440p_DLAA_vs_Performance,1440p,flip,525,-0.002702767885345604,0.9507374772248229,0.06121542413795069,0.1613360846662348,0.04239832299146086,0.16505730666065305,0.9788008385042696,0.9174713466696734,181.2674936725499,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Quality,4K,ssim,525,-0.02733757468860515,0.5319669097320807,0.12761173125696573,0.003400915342056745,0.11505581695880074,0.0013786517798492033,0.9424720915205996,0.9993106741100753,178.46321153745956,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Quality,4K,lpips,525,-0.01875521072047888,0.6681056974621515,-0.09006283381927556,0.03912461933190476,0.11505581695880074,0.013624774181035209,0.9424720915205996,0.9931876129094824,178.83544172635007,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Quality,4K,flip,525,-0.010004568810215744,0.8191076912435812,-0.15598048957316954,0.00033396095879340405,0.11505581695880074,0.020293663920637185,0.9424720915205996,0.9898531680396814,179.03880147276936,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Ultra_Performance,4K,ssim,525,-0.04385845132478459,0.3158556737703685,-0.01921568025866451,0.6604603625688408,1.4494655359720157,0.001027139884325679,0.27526723201399217,0.9994864300578371,230.79422126167003,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Ultra_Performance,4K,lpips,525,0.06481639493347933,0.13803451509869438,-0.1062961432073092,0.014823933998794996,1.4494655359720157,0.006317437487876934,0.27526723201399217,0.9968412812560615,231.06290783815243,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Ultra_Performance,4K,flip,525,-0.003615421123381783,0.9341357899473868,-0.010834445268930945,0.804394480014499,1.4494655359720157,0.047448837806899145,0.27526723201399217,0.9762755810965504,233.1734475324962,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Ultra_Performance,1080p,ssim,525,0.055187628537417655,0.20678487314597532,0.05179953900742252,0.2360794940408951,0.00024114117790825288,0.0029273442183453497,0.9998794294110459,0.9985363278908274,175.0924629853272,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Ultra_Performance,1080p,lpips,525,-0.18204091556427587,2.713685083861391e-05,-0.16183880002760193,0.00019614455442006328,0.00024114117790825288,0.03566689438536119,0.9998794294110459,0.9821665528073193,176.05362329438287,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Ultra_Performance,1080p,flip,525,-0.16988135430671175,9.166351020536552e-05,-0.018181084488569605,0.677686342789759,0.00024114117790825288,0.10675351602002262,0.9998794294110459,0.9466232419899887,178.17733718543258,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
