frame_index,timestamp,ssim,mse,psnr,fps,fps_interpolated,lpips,flip,optical_flow,resolution,comparison
0,0.0,0.6940463185310364,211.9026336669922,24.869440064226467,208.0,False,0.09824883937835693,5.531839370727539,,1080p,1080p_DLAA_vs_Quality
10,0.167,0.7234014272689819,181.50250244140625,25.541977436775866,220.0,False,0.09284543991088867,5.00351095199585,,1080p,1080p_DLAA_vs_Quality
20,0.333,0.7169007062911987,194.4611053466797,25.242476108487487,220.0,False,0.09693323820829391,5.168856143951416,0.8428649917338475,1080p,1080p_DLAA_vs_Quality
30,0.5,0.7408217191696167,167.37315368652344,25.89394561576313,220.0,False,0.08619274199008942,4.693805694580078,3.9778442381268064,1080p,1080p_DLAA_vs_Quality
40,0.667,0.7093288898468018,200.7292938232422,25.104696041381374,201.0,False,0.10444514453411102,5.317669868469238,5.305969245587107,1080p,1080p_DLAA_vs_Quality
50,0.833,0.7658095359802246,133.94761657714844,26.861453705578864,201.0,False,0.07553385198116302,4.185464859008789,6.5281677231258755,1080p,1080p_DLAA_vs_Quality
60,1.0,0.6968783736228943,204.99818420410156,25.013303466103586,201.0,False,0.09963740408420563,5.395174503326416,10.623229984264583,1080p,1080p_DLAA_vs_Quality
70,1.167,0.7117491364479065,181.37594604492188,25.545006701649562,217.0,False,0.09494046866893768,5.106978416442871,0.47946167475544144,1080p,1080p_DLAA_vs_Quality
80,1.333,0.694758415222168,201.5184783935547,25.08765485594694,217.0,False,0.09845653921365738,5.421673774719238,1.7051696754838872,1080p,1080p_DLAA_vs_Quality
90,1.5,0.6995530128479004,207.6286163330078,24.957931510988026,217.0,False,0.09897007793188095,5.421972274780273,0.7247924814382714,1080p,1080p_DLAA_vs_Quality
100,1.667,0.6777408719062805,447.68280029296875,21.621099514997514,217.0,True,0.12811875343322754,6.815175533294678,111.99255372147536,1080p,1080p_DLAA_vs_Quality
110,1.833,0.6989488005638123,299.329345703125,23.369310645015517,199.0,False,0.107296884059906,5.954768657684326,9.169372560493287,1080p,1080p_DLAA_vs_Quality
120,2.0,0.6697179079055786,269.1165771484375,23.831399104384072,199.0,False,0.1225559413433075,6.34835147857666,17.012115479475824,1080p,1080p_DLAA_vs_Quality
130,2.167,0.7172344326972961,199.2034149169922,25.137835816653023,213.0,False,0.10484396666288376,5.36876916885376,2.396789546250602,1080p,1080p_DLAA_vs_Quality
140,2.333,0.6683892011642456,256.5822448730469,24.038537603506242,213.0,False,0.12224438786506653,6.290735244750977,10.095611571153768,1080p,1080p_DLAA_vs_Quality
150,2.5,0.6685793995857239,272.1013488769531,23.783496661724396,213.0,False,0.12313409894704819,6.392762184143066,1.1551513696487063,1080p,1080p_DLAA_vs_Quality
160,2.667,0.6905728578567505,219.98931884765625,24.706787658554067,213.0,False,0.11339142918586731,5.868505001068115,3.686004626890906,1080p,1080p_DLAA_vs_Quality
170,2.833,0.673397421836853,248.97012329101562,24.16933126496444,213.0,False,0.11173544824123383,6.137457847595215,7.504211428651445,1080p,1080p_DLAA_vs_Quality
180,3.0,0.6810328364372253,241.0575714111328,24.309595840182496,213.0,False,0.10888819396495819,6.0329766273498535,3.9527587958069716,1080p,1080p_DLAA_vs_Quality
190,3.167,0.6597654819488525,262.75341796875,23.935319867087813,212.0,False,0.11774607002735138,6.431678295135498,2.6830139179958223,1080p,1080p_DLAA_vs_Quality
200,3.333,0.6405249238014221,319.65399169921875,23.08400228784653,212.0,False,0.13040213286876678,7.065243244171143,7.2045593338163485,1080p,1080p_DLAA_vs_Quality
210,3.5,0.6592485308647156,297.7994384765625,23.3915648634618,212.0,False,0.12239480763673782,6.752369403839111,4.028717042840526,1080p,1080p_DLAA_vs_Quality
220,3.667,0.6701979041099548,273.9291076660156,23.75442178095232,215.0,False,0.11828915029764175,6.508620738983154,4.622741695524439,1080p,1080p_DLAA_vs_Quality
230,3.833,0.6775546669960022,262.5946350097656,23.93794511960816,215.0,False,0.10689202696084976,6.324360370635986,1.4401855486044042,1080p,1080p_DLAA_vs_Quality
240,4.0,0.6332504749298096,354.9888610839844,22.628656349836792,215.0,False,0.1362587958574295,7.481560707092285,14.402893068545836,1080p,1080p_DLAA_vs_Quality
250,4.167,0.6575728058815002,291.5751953125,23.483297856565095,206.0,False,0.12438464164733887,6.871438026428223,9.121276839024176,1080p,1080p_DLAA_vs_Quality
260,4.333,0.5975131988525391,412.80914306640625,21.97331053209719,206.0,False,0.1549144983291626,8.227733612060547,22.502075203815934,1080p,1080p_DLAA_vs_Quality
270,4.5,0.6242586374282837,377.3910217285156,22.362887969418704,206.0,False,0.14144207537174225,7.699888706207275,8.202819828721204,1080p,1080p_DLAA_vs_Quality
280,4.667,0.6191501617431641,395.7618103027344,22.156464769474788,201.0,False,0.16040067374706268,7.976560592651367,7.582885758549878,1080p,1080p_DLAA_vs_Quality
290,4.833,0.625072181224823,392.71875,22.189987241069346,201.0,False,0.14197348058223724,7.786448955535889,5.992614737598274,1080p,1080p_DLAA_vs_Quality
300,5.0,0.6448172926902771,378.94427490234375,22.345050107461635,201.0,False,0.13176093995571136,7.440569877624512,1.1163940373185142,1080p,1080p_DLAA_vs_Quality
310,5.167,0.7103025317192078,240.32151794433594,24.322877023981675,221.0,False,0.09650739282369614,5.8238677978515625,11.796630859811671,1080p,1080p_DLAA_vs_Quality
320,5.333,0.6741710305213928,316.5051574707031,23.12699569602001,221.0,False,0.11792130023241043,6.603071212768555,3.430175779619958,1080p,1080p_DLAA_vs_Quality
330,5.5,0.6591532826423645,397.2281799316406,22.140403104838988,221.0,False,0.15025845170021057,7.854888916015625,5.433898921216382,1080p,1080p_DLAA_vs_Quality
340,5.667,0.654261589050293,562.2781982421875,20.631291163531277,194.0,False,0.17399248480796814,8.542125701904297,138.12469484320383,1080p,1080p_DLAA_vs_Quality
350,5.833,0.6658424735069275,348.188232421875,22.712662715150998,194.0,False,0.14849090576171875,7.208878993988037,86.92736816468255,1080p,1080p_DLAA_vs_Quality
360,6.0,0.6893873810768127,273.9842529296875,23.753547581287954,194.0,False,0.11969584226608276,6.329553604125977,20.7159729007696,1080p,1080p_DLAA_vs_Quality
370,6.167,0.6781331896781921,280.5885314941406,23.650104447479052,214.0,False,0.12329116463661194,6.4848408699035645,9.049163818665932,1080p,1080p_DLAA_vs_Quality
380,6.333,0.6554475426673889,345.80755615234375,22.742458821688313,214.0,False,0.14112256467342377,7.194226264953613,5.022918701730418,1080p,1080p_DLAA_vs_Quality
390,6.5,0.6592900156974792,346.356201171875,22.73557393203938,214.0,False,0.13844960927963257,7.16765022277832,13.202392585128678,1080p,1080p_DLAA_vs_Quality
400,6.667,0.6721673011779785,312.2553405761719,23.18570485918048,201.0,False,0.12187070399522781,6.738217353820801,10.906768792198136,1080p,1080p_DLAA_vs_Quality
410,6.833,0.6629722118377686,338.85675048828125,22.830642190677292,201.0,False,0.12335102260112762,6.989997863769531,8.121154787283558,1080p,1080p_DLAA_vs_Quality
420,7.0,0.6396852731704712,438.55706787109375,21.710542462926558,201.0,False,0.15685813128948212,8.048162460327148,2.5049133277270244,1080p,1080p_DLAA_vs_Quality
430,7.167,0.6156076192855835,463.26513671875,21.47250742513176,219.0,False,0.17601649463176727,8.490559577941895,0.35556031493553064,1080p,1080p_DLAA_vs_Quality
440,7.333,0.6213574409484863,413.8077697753906,21.962817200217653,219.0,False,0.15684182941913605,7.992633819580078,14.993225103297732,1080p,1080p_DLAA_vs_Quality
450,7.5,0.6428150534629822,369.06048583984375,22.459828117447426,219.0,False,0.15165740251541138,7.50896692276001,18.544616704704197,1080p,1080p_DLAA_vs_Quality
460,7.667,0.6564391255378723,333.19342041015625,22.903839440868687,218.0,False,0.145599365234375,7.0937066078186035,12.306091309648536,1080p,1080p_DLAA_vs_Quality
470,7.833,0.6502339839935303,345.4430847167969,22.747038577238015,218.0,False,0.14879372715950012,7.179840087890625,8.218505863648772,1080p,1080p_DLAA_vs_Quality
480,8.0,0.6514036655426025,358.9347839355469,22.580648135425605,218.0,False,0.15806187689304352,7.306150436401367,4.487426752252645,1080p,1080p_DLAA_vs_Quality
490,8.167,0.6595277786254883,339.0544738769531,22.828108815332794,233.0,False,0.15089595317840576,7.065584659576416,5.183685294291365,1080p,1080p_DLAA_vs_Quality
500,8.333,0.6544103622436523,354.218505859375,22.638091140571554,233.0,False,0.1468084752559662,7.171550750732422,5.157867432955982,1080p,1080p_DLAA_vs_Quality
510,8.5,0.6990090012550354,284.6487121582031,23.58771137603011,233.0,False,0.12460300326347351,6.262397766113281,12.307983395989083,1080p,1080p_DLAA_vs_Quality
520,8.667,0.6775285005569458,314.2184753417969,23.158486438714668,234.0,False,0.13971272110939026,6.680599689483643,2.9025573704144563,1080p,1080p_DLAA_vs_Quality
530,8.833,0.6854462027549744,303.9229431152344,23.303168746996448,234.0,False,0.14175187051296234,6.489947319030762,1.6814269968492113,1080p,1080p_DLAA_vs_Quality
540,9.0,0.694291353225708,283.7459716796875,23.601506562692038,234.0,False,0.14076244831085205,6.2442474365234375,1.0172729513956256,1080p,1080p_DLAA_vs_Quality
550,9.167,0.7140722870826721,212.0863800048828,24.865675814538932,212.0,False,0.14038996398448944,5.608089447021484,1.1716308616361744,1080p,1080p_DLAA_vs_Quality
560,9.333,0.7242473363876343,190.3468780517578,25.335346026805567,212.0,False,0.12150584906339645,5.225549697875977,0.5178222707897362,1080p,1080p_DLAA_vs_Quality
570,9.5,0.7225106358528137,209.47320556640625,24.919518821043418,212.0,False,0.12878911197185516,5.473423004150391,8.543029787134515,1080p,1080p_DLAA_vs_Quality
580,9.667,0.7296157479286194,192.33560180664062,25.290206801807326,207.0,False,0.1337989866733551,5.304874420166016,1.1701965405401324,1080p,1080p_DLAA_vs_Quality
590,9.833,0.7167918682098389,209.23065185546875,24.924550527732595,207.0,False,0.12407618761062622,5.469768524169922,5.534820558770548,1080p,1080p_DLAA_vs_Quality
600,10.0,0.6929032802581787,250.37005615234375,24.1449797413075,207.0,False,0.14244820177555084,6.105978012084961,4.10354614859267,1080p,1080p_DLAA_vs_Quality
610,10.167,0.6821690201759338,260.61895751953125,23.970743576008044,217.0,False,0.15131942927837372,6.366024971008301,0.41983031748520716,1080p,1080p_DLAA_vs_Quality
620,10.333,0.655244767665863,307.3711242675781,23.254172952327792,217.0,False,0.16533109545707703,7.018698692321777,2.268615729448925,1080p,1080p_DLAA_vs_Quality
630,10.5,0.6731642484664917,274.720458984375,23.741893574605957,217.0,False,0.1418086290359497,6.5355305671691895,16.58905028837711,1080p,1080p_DLAA_vs_Quality
640,10.667,0.6349919438362122,340.0364685058594,22.815548637623596,220.0,False,0.17582403123378754,7.5066704750061035,2.654602053939925,1080p,1080p_DLAA_vs_Quality
650,10.833,0.5958885550498962,449.3052673339844,21.60538850886782,220.0,False,0.21820895373821259,8.822763442993164,13.476867682112697,1080p,1080p_DLAA_vs_Quality
660,11.0,0.5966834425926208,490.3451843261719,21.225784464115076,220.0,False,0.23351413011550903,9.174653053283691,1.2982788125079878,1080p,1080p_DLAA_vs_Quality
670,11.167,0.5874282121658325,521.11865234375,20.961437427673722,220.0,False,0.2733553349971771,9.623398780822754,8.578063973017265,1080p,1080p_DLAA_vs_Quality
680,11.333,0.5772720575332642,513.8158569335938,21.022728579159896,220.0,False,0.3114948868751526,9.949003219604492,7.227844239786123,1080p,1080p_DLAA_vs_Quality
690,11.5,0.5722392201423645,792.60986328125,19.140208884514102,220.0,False,0.40622442960739136,12.87570571899414,0.3413696296171338,1080p,1080p_DLAA_vs_Quality
700,11.667,0.604717493057251,679.6961059570312,19.80765579052487,226.0,False,0.43359893560409546,12.195120811462402,20.563781742442416,1080p,1080p_DLAA_vs_Quality
710,11.833,0.8115212321281433,225.927490234375,24.59111282976665,226.0,False,0.3601600229740143,7.391327381134033,45.662414551191546,1080p,1080p_DLAA_vs_Quality
720,12.0,0.8858900666236877,34.51399230957031,32.75085162870711,226.0,False,0.14907130599021912,2.8266847133636475,56.06066894562093,1080p,1080p_DLAA_vs_Quality
730,12.167,0.9992914795875549,3.5552797317504883,42.62206583881949,226.0,True,0.0002563052112236619,0.02010979875922203,56.55151367173917,1080p,1080p_DLAA_vs_Quality
740,12.333,0.9992929697036743,3.607090473175049,42.559233254228715,226.0,True,0.0002461288240738213,0.019931700080633163,0.00023951092465560042,1080p,1080p_DLAA_vs_Quality
750,12.5,0.9992929697036743,3.607090473175049,42.559233254228715,226.0,True,0.0002461288240738213,0.019931700080633163,2.7400931523757777e-10,1080p,1080p_DLAA_vs_Quality
760,12.667,0.9992830157279968,3.6186227798461914,42.5453704804704,226.0,True,0.00025021840701811016,0.020267948508262634,0.007413641254805259,1080p,1080p_DLAA_vs_Quality
770,12.833,0.802110493183136,7.71515417098999,39.257357519280774,226.0,True,0.023323627188801765,0.7143643498420715,3.363341748973391,1080p,1080p_DLAA_vs_Quality
780,13.0,0.9150627255439758,36.482505798339844,32.50995700701182,247.0,False,0.1822260171175003,2.6007046699523926,20.111785889371134,1080p,1080p_DLAA_vs_Quality
790,13.167,0.8917189240455627,57.1142578125,30.563358232640553,268.0,False,0.16057775914669037,3.4971494674682617,0.08840942330257917,1080p,1080p_DLAA_vs_Quality
800,13.333,0.8902990221977234,72.50570678710938,29.52708170453988,268.0,False,0.17506730556488037,3.673234462738037,0.23666381934918945,1080p,1080p_DLAA_vs_Quality
810,13.5,0.8125775456428528,150.11318969726562,26.366615076580956,268.0,False,0.19700780510902405,5.032650470733643,35.92037964086222,1080p,1080p_DLAA_vs_Quality
820,13.667,0.7662821412086487,273.6708679199219,23.758517913532696,273.0,False,0.2170429229736328,6.344980716705322,25.45193481941618,1080p,1080p_DLAA_vs_Quality
830,13.833,0.782157838344574,285.5742492675781,23.573613170956857,273.0,False,0.19380390644073486,5.753993988037109,29.233703614788396,1080p,1080p_DLAA_vs_Quality
840,14.0,0.7719470858573914,791.6216430664062,19.145627014884038,273.0,False,0.2010241448879242,7.539487838745117,255.71362310795325,1080p,1080p_DLAA_vs_Quality
850,14.167,0.7072076201438904,333.3027648925781,22.902414445292848,258.0,False,0.1640768051147461,6.331112861633301,199.11474609526329,1080p,1080p_DLAA_vs_Quality
860,14.333,0.7429569959640503,249.27174377441406,24.164073090722997,258.0,False,0.13451889157295227,5.4505391120910645,5.43051147371267,1080p,1080p_DLAA_vs_Quality
870,14.5,0.6703477501869202,472.1338195800781,21.390152502249475,258.0,False,0.2080935388803482,7.88166618347168,45.65176391790499,1080p,1080p_DLAA_vs_Quality
880,14.667,0.7136393785476685,751.232666015625,19.373058966765676,262.0,False,0.33700135350227356,9.362537384033203,42.95568847871118,1080p,1080p_DLAA_vs_Quality
890,14.833,0.7730188965797424,195.7644805908203,25.21346464426097,262.0,False,0.16401620209217072,4.903305530548096,110.089660643895,1080p,1080p_DLAA_vs_Quality
900,15.0,0.6784892678260803,417.81201171875,21.92099439469231,262.0,False,0.250773161649704,7.611871242523193,51.87744140860718,1080p,1080p_DLAA_vs_Quality
910,15.167,0.7324140667915344,315.89642333984375,23.135356521282027,230.0,False,0.2147490382194519,6.591088771820068,25.431518551941735,1080p,1080p_DLAA_vs_Quality
920,15.333,0.8069966435432434,147.61599731445312,26.43946935840766,230.0,False,0.13023774325847626,4.4236931800842285,54.501098632670505,1080p,1080p_DLAA_vs_Quality
930,15.5,0.7132920622825623,371.518310546875,22.43100137728245,230.0,False,0.20501279830932617,7.6011738777160645,45.317016603357956,1080p,1080p_DLAA_vs_Quality
940,15.667,0.6741679310798645,492.3478088378906,21.20808351407645,253.0,False,0.2559177279472351,8.223929405212402,66.20672607953799,1080p,1080p_DLAA_vs_Quality
950,15.833,0.7018811106681824,436.4949645996094,21.731011228130743,253.0,False,0.21777626872062683,7.437497138977051,37.052978513361495,1080p,1080p_DLAA_vs_Quality
960,16.0,0.6448795199394226,675.25830078125,19.836104293022615,253.0,False,0.26787325739860535,9.721365928649902,29.937438966595437,1080p,1080p_DLAA_vs_Quality
970,16.167,0.6592774391174316,907.76708984375,18.551059270726004,268.0,False,0.29555240273475647,10.374236106872559,20.537109385689064,1080p,1080p_DLAA_vs_Quality
980,16.333,0.5912628769874573,3348.790771484375,12.881923466897511,268.0,False,0.5168944001197815,22.164392471313477,1642.769775428233,1080p,1080p_DLAA_vs_Quality
990,16.5,0.7655871510505676,811.1832275390625,19.039613984922326,268.0,False,0.2958509624004364,11.568682670593262,942.5009765631496,1080p,1080p_DLAA_vs_Quality
1000,16.667,0.7316761612892151,1124.8492431640625,17.61986040419844,258.0,False,0.40800654888153076,13.069429397583008,161.5678710935465,1080p,1080p_DLAA_vs_Quality
1010,16.833,0.6944423913955688,1987.584228515625,15.147548189082261,258.0,False,0.5362762212753296,18.805696487426758,526.6428832929064,1080p,1080p_DLAA_vs_Quality
1020,17.0,0.8458024859428406,1155.5540771484375,17.502900866411643,258.0,False,0.46658340096473694,16.35483741760254,405.3055419955292,1080p,1080p_DLAA_vs_Quality
1030,17.167,0.9027572274208069,512.493896484375,21.033916633136606,233.0,False,0.3084390163421631,9.549227714538574,15.835815447078858,1080p,1080p_DLAA_vs_Quality
1040,17.333,0.9023303389549255,544.526611328125,20.770612520368076,233.0,False,0.3005761504173279,10.050890922546387,107.83169556603451,1080p,1080p_DLAA_vs_Quality
1050,17.5,0.9235584139823914,319.2653503417969,23.089285734650492,233.0,False,0.26108044385910034,7.447197437286377,5.271041871841959,1080p,1080p_DLAA_vs_Quality
1060,17.667,0.9014296531677246,466.75665283203125,21.439898440643645,254.0,False,0.24378657341003418,9.602227210998535,56.02804565634915,1080p,1080p_DLAA_vs_Quality
1070,17.833,0.9087264537811279,430.59326171875,21.79013131528286,254.0,False,0.24556656181812286,8.645540237426758,15.539947510134937,1080p,1080p_DLAA_vs_Quality
1080,18.0,0.8802992105484009,385.4256896972656,22.27139702645163,254.0,False,0.2511822283267975,8.626953125,58.07715606825015,1080p,1080p_DLAA_vs_Quality
1090,18.167,0.8678311109542847,371.7894592285156,22.427832881372044,264.0,False,0.255033016204834,8.38936710357666,40.431472778325826,1080p,1080p_DLAA_vs_Quality
1100,18.333,0.844397783279419,618.229736328125,20.219304704404824,264.0,False,0.2691331207752228,10.558661460876465,214.13870240128495,1080p,1080p_DLAA_vs_Quality
1110,18.5,0.8544964790344238,488.7922668457031,21.239560345270412,264.0,False,0.238688126206398,9.390743255615234,197.03530883469182,1080p,1080p_DLAA_vs_Quality
1120,18.667,0.849251925945282,532.4710083007812,20.867843943491682,253.0,False,0.23110361397266388,9.85542106628418,10.60781860652014,1080p,1080p_DLAA_vs_Quality
1130,18.833,0.8349695205688477,516.2207641601562,21.002448915031206,253.0,False,0.23246073722839355,9.418537139892578,36.339050298824105,1080p,1080p_DLAA_vs_Quality
1140,19.0,0.8354746103286743,544.6843872070312,20.769354340012608,253.0,False,0.23576706647872925,9.692262649536133,55.85392760451188,1080p,1080p_DLAA_vs_Quality
1150,19.167,0.7756954431533813,849.0404663085938,18.841519711237076,266.0,False,0.36060646176338196,11.604401588439941,143.68078612093927,1080p,1080p_DLAA_vs_Quality
1160,19.333,0.6050662994384766,1163.1275634765625,17.47453013228104,266.0,False,0.4889214038848877,14.756834983825684,62.807861350041094,1080p,1080p_DLAA_vs_Quality
1170,19.5,0.6018104553222656,988.9066772460938,18.179250515451262,266.0,False,0.38629966974258423,13.372953414916992,178.33300782414813,1080p,1080p_DLAA_vs_Quality
1180,19.667,0.598664402961731,1042.3720703125,17.950575946480953,256.0,False,0.4115680456161499,12.86126708984375,98.9309082089585,1080p,1080p_DLAA_vs_Quality
1190,19.833,0.6116480827331543,1713.864013671875,15.791040009556648,256.0,False,0.50872802734375,18.261566162109375,15.909606928114954,1080p,1080p_DLAA_vs_Quality
1200,20.0,0.8083017468452454,288.1845397949219,23.534096823144765,256.0,False,0.33545979857444763,6.766335964202881,116.19702148446345,1080p,1080p_DLAA_vs_Quality
1210,20.167,0.9146015644073486,149.09564208984375,26.39615411204271,259.0,False,0.19296884536743164,5.364397048950195,45.78903198060203,1080p,1080p_DLAA_vs_Quality
