comparison,resolution,metric,n,pearson_r,pearson_p,spearman_rho,spearman_p,x_dw,y_dw,x_autocorr,y_autocorr,effective_n,x_autocorr_interpretation,y_autocorr_interpretation
1440p_DLAA_vs_Performance,1440p,flip,354,-0.09535107705833148,0.07317156537576495,-0.09067690641059648,0.0884646717712029,0.0025463046022770885,0.3345456653972249,0.9987268476988614,0.8327271673013875,125.02410356114113,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Quality,4K,ssim,355,-0.07433390402583942,0.16224744723882484,-0.12206515677153834,0.02142665141659032,0.0029544666231194963,0.01228158944887786,0.9985227666884402,0.993859205275561,118.63458720378586,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Quality,4K,lpips,355,0.04567184846490122,0.390927582998423,0.1126866018554197,0.033799569706501706,0.0029544666231194963,0.14416333561296768,0.9985227666884402,0.9279183321935162,121.3077550529301,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Quality,4K,flip,355,-0.13840360301505222,0.009025031151185931,-0.1342564330180093,0.011336963628539854,0.0029544666231194963,0.2951522320617478,0.9985227666884402,0.852423883969126,124.52004316465192,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Ultra_Performance,4K,ssim,355,0.17524445893221638,0.0009134530689940274,0.162533783398885,0.002126136276009249,0.002266909475548566,0.012493842884825926,0.9988665452622257,0.993753078557587,118.62516611679305,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Ultra_Performance,4K,lpips,355,0.17795973528300613,0.0007568361520844159,0.21523579074239338,4.330947279941811e-05,0.002266909475548566,0.04428640816408981,0.9988665452622257,0.977856795917955,119.25864761730031,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
4K_DLAA_vs_Ultra_Performance,4K,flip,355,-0.14474825951053966,0.00629416081258686,-0.08565795409409943,0.10713832520836393,0.002266909475548566,0.1323895728295898,0.9988665452622257,0.9338052135852051,121.05002850353718,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Ultra_Performance,1080p,ssim,354,-0.0005601443850664356,0.9916209461014008,0.04301242235201113,0.41979031740079364,0.0059548445756477195,0.013253305418615195,0.9970225777121762,0.9933733472906924,118.37897351323485,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Ultra_Performance,1080p,lpips,354,0.17082016235973352,0.001253843841108873,0.21240626723258713,5.6175633134199775e-05,0.0059548445756477195,0.09388432443528233,0.9970225777121762,0.9530578377823589,119.99672895040639,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
1080p_DLAA_vs_Ultra_Performance,1080p,flip,354,0.02295692095309638,0.6668603596385692,0.08948916034681706,0.09273418385419058,0.0059548445756477195,0.28147915057003936,0.9970225777121762,0.8592604247149803,123.93729882479599,positive autocorrelation (values persist over time),positive autocorrelation (values persist over time)
