resolution,n_games,n_frames_total,ssim_consistency_mean,ssim_consistency_std,ssim_within_variance,ssim_mdd_2std,ssim_mdd_3std,psnr_consistency_mean,psnr_consistency_std,psnr_within_variance,psnr_mdd_2std,psnr_mdd_3std,lpips_consistency_mean,lpips_consistency_std,lpips_within_variance,lpips_mdd_2std,lpips_mdd_3std,flip_consistency_mean,flip_consistency_std,flip_within_variance,flip_mdd_2std,flip_mdd_3std
1440p,1,398,0.7623890475861391,,0.08172601433991887,0.16345202867983774,0.2451780430197566,20.41536410804182,,2.5910184011361466,5.182036802272293,7.77305520340844,0.26463751431236315,,0.06692161681749405,0.1338432336349881,0.20076485045248216,8.456538178213878,,2.8340916093397115,5.668183218679423,8.502274828019134
1080p,1,392,0.8238322917295962,,0.06991971161744163,0.13983942323488327,0.2097591348523249,24.878398515503935,,2.3375359327170493,4.675071865434099,7.012607798151148,0.23078372705803843,,0.059845147728203416,0.11969029545640683,0.17953544318461023,5.401206372951974,,1.5125976861357664,3.025195372271533,4.537793058407299
4K,1,399,0.5802905237801691,,0.12954884398236938,0.25909768796473875,0.38864653194710813,13.061025678119849,,2.465026533192988,4.930053066385976,7.395079599578963,0.6273510984908369,,0.06410177472446277,0.12820354944892554,0.1923053241733883,25.653692451037262,,7.6213965849652965,15.242793169930593,22.86418975489589
