comparison,resolution,frames,ssim_mean,ssim_std,psnr_mean,psnr_std,lpips_mean,lpips_std,flip_mean,flip_std
1440p_DLAA_Consistency,1440p,398,0.7623890475861391,0.08172601433991887,20.41536410804182,2.5910184011361466,0.26463751431236315,0.06692161681749405,8.456538178213878,2.8340916093397115
1080p_DLAA_Consistency,1080p,392,0.8238322917295962,0.06991971161744163,24.878398515503935,2.3375359327170493,0.23078372705803843,0.059845147728203416,5.401206372951974,1.5125976861357664
4K_DLAA_Consistency,4K,399,0.5802905237801691,0.12954884398236938,13.061025678119849,2.465026533192988,0.6273510984908369,0.06410177472446277,25.653692451037262,7.6213965849652965
