resolution,n_games,n_frames_total,ssim_consistency_mean,ssim_consistency_std,ssim_within_variance,ssim_mdd_2std,ssim_mdd_3std,psnr_consistency_mean,psnr_consistency_std,psnr_within_variance,psnr_mdd_2std,psnr_mdd_3std,lpips_consistency_mean,lpips_consistency_std,lpips_within_variance,lpips_mdd_2std,lpips_mdd_3std,flip_consistency_mean,flip_consistency_std,flip_within_variance,flip_mdd_2std,flip_mdd_3std
1440p,1,848,0.715820135724432,,0.072492519824337,0.144985039648674,0.217477559473011,24.44944330461433,,3.9099762751679465,7.819952550335893,11.72992882550384,0.17478910866674904,,0.05043338692901234,0.10086677385802469,0.15130016078703704,5.276036800814871,,1.4888352551881392,2.9776705103762784,4.466505765564418
1080p,1,851,0.7256511535963917,,0.06933798327025643,0.13867596654051287,0.20801394981076932,24.57652890670779,,3.044359956778385,6.08871991355677,9.133079870335155,0.16743281461800105,,0.051921090990436056,0.10384218198087211,0.15576327297130815,5.1467858095709165,,1.4729417553586825,2.945883510717365,4.418825266076047
4K,1,846,0.6899934517787704,,0.06662773783938762,0.13325547567877524,0.19988321351816285,23.11939502246846,,3.093218938545633,6.186437877091266,9.2796568156369,0.2147858121588023,,0.05396641848499231,0.10793283696998462,0.16189925545497694,6.051952321384538,,1.5095017827179593,3.0190035654359186,4.528505348153878
