,ssim,psnr,lpips,flip
ssim,1.0,0.8951048951048951,-0.8391608391608392,-0.9300699300699301
psnr,0.8951048951048951,1.0,-0.958041958041958,-0.993006993006993
lpips,-0.8391608391608392,-0.958041958041958,1.0,0.951048951048951
flip,-0.9300699300699301,-0.993006993006993,0.951048951048951,1.0
