,ssim,psnr,lpips,flip
ssim,1.0,0.9012185073740295,-0.7110661929666184,-0.8797003287626939
psnr,0.9012185073740295,1.0,-0.9080632421888989,-0.9792316674554833
lpips,-0.7110661929666184,-0.9080632421888989,1.0,0.9577599246413109
flip,-0.8797003287626939,-0.9792316674554833,0.9577599246413109,1.0
