,ssim,psnr,lpips,flip
ssim,1.0,0.9652732747025636,-0.48663179505378523,-0.9205244389465874
psnr,0.9652732747025636,1.0,-0.5495020979113985,-0.9655310760879557
lpips,-0.48663179505378523,-0.5495020979113985,1.0,0.7010893620685612
flip,-0.9205244389465874,-0.9655310760879557,0.7010893620685612,1.0
