resolution,mode,ssim,ssim_rank,psnr,psnr_rank,lpips,lpips_rank,flip,flip_rank
1080p,Quality,0.872908028975204,2,25.157717945014305,2,0.1159364929394656,2,4.779705942875177,2
1080p,Balanced,0.9082644160967975,1,26.392552573027594,1,0.09937428031116724,1,4.1248169707593005,1
1080p,Performance,0.8724477090428223,3,24.75100094703103,3,0.12392524415954723,3,4.887051360541252,3
1080p,Ultra_Performance,0.841045671971,4,23.7987109851155,4,0.1608490353103858,4,5.525875213457711,4
1440p,Ultra_Performance,0.8020714788807365,3,21.99353855926977,4,0.22360015217971085,4,6.9575794971078855,4
1440p,Balanced,0.810870739682835,2,22.443030223295885,2,0.18320265642587263,2,6.357490067505957,2
1440p,Quality,0.7976908202756915,4,22.05730668094381,3,0.20743794524505324,3,6.926567978727489,3
1440p,Performance,0.8432254697147169,1,23.511207892243075,1,0.15394752299445763,1,5.71301233529447,1
