resolution,mode,ssim,ssim_rank,psnr,psnr_rank,lpips,lpips_rank,flip,flip_rank
1080p,Quality,0.8159350169465897,4,23.163428819612562,4,0.20027255911564995,3,6.511834087777645,4
1080p,Balanced,0.8659900792947052,1,25.20074202800815,1,0.16900047220236866,1,5.14726578411481,1
1080p,Performance,0.8352725442842389,2,23.880082084349027,2,0.1863266872123201,2,5.906928482546029,2
1080p,Ultra_Performance,0.8304114330322184,3,23.58029691326609,3,0.20566514864669624,4,6.2357155072773605,3
1440p,Ultra_Performance,0.8432419740288011,3,23.865385753787958,3,0.21164238340729338,4,5.916937957687134,3
1440p,Balanced,0.822387368690794,4,23.26152135629299,4,0.20466100094331938,3,6.285358148711649,4
1440p,Quality,0.8479425934651359,1,24.25140651002628,1,0.18363277717302975,1,5.453293416649103,1
1440p,Performance,0.8435758069760844,2,24.126242654289445,2,0.19574836215046656,2,5.7176982299001375,2
