,ssim,psnr,lpips,flip
ssim,1.0,0.9761904761904762,-0.6190476190476191,-0.9761904761904762
psnr,0.9761904761904762,1.0,-0.7380952380952381,-1.0
lpips,-0.6190476190476191,-0.7380952380952381,1.0,0.7380952380952381
flip,-0.9761904761904762,-1.0,0.7380952380952381,1.0
