comparison,resolution,frames,ssim_mean,ssim_std,psnr_mean,psnr_std,lpips_mean,lpips_std,flip_mean,flip_std
1440p_DLAA_Consistency,1440p,399,0.8641485204373983,0.06848040925755046,24.297531331162944,3.447803902462302,0.13689162835180013,0.055374658685344615,5.201579577343207,2.388709442498753
1080p_DLAA_Consistency,1080p,398,0.8276984543357063,0.07528344059787746,23.541743913244524,3.0331533848790495,0.14195479742770817,0.04662294595574539,5.551640657024767,2.036854759473854
