resolution,n_games,n_frames_total,ssim_consistency_mean,ssim_consistency_std,ssim_within_variance,ssim_mdd_2std,ssim_mdd_3std,psnr_consistency_mean,psnr_consistency_std,psnr_within_variance,psnr_mdd_2std,psnr_mdd_3std,lpips_consistency_mean,lpips_consistency_std,lpips_within_variance,lpips_mdd_2std,lpips_mdd_3std,flip_consistency_mean,flip_consistency_std,flip_within_variance,flip_mdd_2std,flip_mdd_3std
1440p,1,399,0.8641485204373983,,0.06848040925755046,0.13696081851510092,0.2054412277726514,24.297531331162944,,3.447803902462302,6.895607804924604,10.343411707386906,0.13689162835180013,,0.055374658685344615,0.11074931737068923,0.16612397605603385,5.201579577343207,,2.388709442498753,4.777418884997506,7.16612832749626
1080p,1,398,0.8276984543357063,,0.07528344059787746,0.15056688119575493,0.2258503217936324,23.541743913244524,,3.0331533848790495,6.066306769758099,9.099460154637148,0.14195479742770817,,0.04662294595574539,0.09324589191149078,0.13986883786723617,5.551640657024767,,2.036854759473854,4.073709518947708,6.1105642784215615
