frame_index,timestamp,ssim,mse,psnr,lpips,flip,fps,fps_interpolated,optical_flow,resolution,comparison
380,6.333,0.933706521987915,32.761444091796875,32.97717324089779,0.10570725053548813,1.4345608949661255,232.8,False,1.8137130716573893,1080p,1080p_DLAA_vs_Quality
390,6.5,0.9348270297050476,30.1613712310791,33.336292788242254,0.12015105783939362,1.4144960641860962,236.7,False,2.1677856440525574,1080p,1080p_DLAA_vs_Quality
400,6.667,0.9430005550384521,31.851537704467773,33.09949957149611,0.11895181983709335,1.383015513420105,241.9,False,1.9177017197995951,1080p,1080p_DLAA_vs_Quality
410,6.833,0.9491604566574097,25.049659729003906,34.142785300187235,0.1209653690457344,1.2894563674926758,240.1,False,1.4440727232172463,1080p,1080p_DLAA_vs_Quality
420,7.0,0.9518859386444092,23.947994232177734,34.338112159931306,0.11364741623401642,1.269585132598877,227.5,False,2.1668205256166004,1080p,1080p_DLAA_vs_Quality
430,7.167,0.9435771703720093,26.190799713134766,33.94931601438514,0.1162971556186676,1.3397108316421509,238.9,False,0.8767929064582489,1080p,1080p_DLAA_vs_Quality
440,7.333,0.9470245242118835,26.454261779785156,33.90584714048749,0.11622956395149231,1.2941182851791382,236.9,False,1.4069404604850746,1080p,1080p_DLAA_vs_Quality
450,7.5,0.9494444131851196,25.73814582824707,34.02503103675043,0.12186586111783981,1.278916835784912,237.9,False,2.96172714263885,1080p,1080p_DLAA_vs_Quality
460,7.667,0.955687940120697,21.223440170288086,34.86264579517521,0.12021424621343613,1.2269823551177979,238.4,False,2.173717498335037,1080p,1080p_DLAA_vs_Quality
470,7.833,0.9515021443367004,24.593294143676758,34.22263656748774,0.11184287816286087,1.2462722063064575,242.2,False,0.34607696561902657,1080p,1080p_DLAA_vs_Quality
480,8.0,0.939515233039856,43.45195388793945,31.750710508847998,0.13034531474113464,1.4427295923233032,237.1,False,5.825122896490981,1080p,1080p_DLAA_vs_Quality
490,8.167,0.8923467397689819,63.168941497802734,30.12576761249383,0.13692134618759155,1.8830862045288086,230.4,False,11.104621886949218,1080p,1080p_DLAA_vs_Quality
500,8.333,0.8720046877861023,82.12345123291016,28.986131685873584,0.148076131939888,2.323045015335083,240.3,False,3.2824478083462907,1080p,1080p_DLAA_vs_Quality
510,8.5,0.8687455654144287,94.69098663330078,28.367717191583846,0.1518576741218567,2.488840103149414,230.3,False,2.560897834864022,1080p,1080p_DLAA_vs_Quality
520,8.667,0.8784417510032654,95.53365325927734,28.329239751455134,0.13212567567825317,2.461252212524414,237.3,False,4.192886357781333,1080p,1080p_DLAA_vs_Quality
530,8.833,0.8781729340553284,109.4112319946289,27.740184525551808,0.14420254528522491,2.634869337081909,232.3,False,2.119415291284895,1080p,1080p_DLAA_vs_Quality
540,9.0,0.8805423974990845,102.68126678466797,28.015891429195623,0.14187538623809814,2.6155502796173096,231.8,False,15.6091613851992,1080p,1080p_DLAA_vs_Quality
550,9.167,0.8907220959663391,90.36617279052734,28.570744715401176,0.1374187022447586,2.532437801361084,231.2,False,4.428131106757149,1080p,1080p_DLAA_vs_Quality
560,9.333,0.8965091705322266,79.6836929321289,29.11710907655071,0.14289948344230652,2.458683490753174,223.3,False,2.5034332313340713,1080p,1080p_DLAA_vs_Quality
570,9.5,0.9020106196403503,72.39970397949219,29.533435703660107,0.1377762258052826,2.3974850177764893,224.5,False,0.2791976946046191,1080p,1080p_DLAA_vs_Quality
580,9.667,0.912406861782074,57.74748992919922,30.51547249075835,0.11878763139247894,2.1293599605560303,207.9,False,4.008384703705701,1080p,1080p_DLAA_vs_Quality
590,9.833,0.9237127900123596,50.10672378540039,31.131843534245192,0.10739815980195999,1.9045984745025635,208.7,False,3.9703292859465193,1080p,1080p_DLAA_vs_Quality
600,10.0,0.9266090989112854,54.22948455810547,30.7884488430696,0.11979245394468307,1.9952950477600098,202.4,False,0.011943819888095675,1080p,1080p_DLAA_vs_Quality
610,10.167,0.9397704601287842,38.25412368774414,32.30402103122008,0.09351528435945511,1.5958620309829712,182.5,False,3.619960782131905,1080p,1080p_DLAA_vs_Quality
620,10.333,0.9345391988754272,44.465606689453125,31.650561386549043,0.10373730957508087,1.8510313034057617,180.2,False,0.5317382825363239,1080p,1080p_DLAA_vs_Quality
630,10.5,0.9322488307952881,45.51474380493164,31.54928258366615,0.08921453356742859,1.7753828763961792,176.0,False,0.749515531456133,1080p,1080p_DLAA_vs_Quality
640,10.667,0.9230511784553528,52.75161361694336,30.908446120789165,0.11707315593957901,2.0017035007476807,170.5,False,1.7323074345676233,1080p,1080p_DLAA_vs_Quality
650,10.833,0.9183745384216309,56.11598587036133,30.639937636702168,0.10627695173025131,1.960923433303833,168.2,False,1.8564491260444171,1080p,1080p_DLAA_vs_Quality
660,11.0,0.9081424474716187,63.950111389160156,30.07239055592636,0.11335434764623642,2.1000077724456787,161.9,False,0.8990783700793088,1080p,1080p_DLAA_vs_Quality
670,11.167,0.8906159400939941,79.70338439941406,29.116035978810398,0.13442273437976837,2.462021589279175,164.3,False,0.4551162753471658,1080p,1080p_DLAA_vs_Quality
680,11.333,0.8892138600349426,79.34718322753906,29.135488466699183,0.10475081205368042,2.400280475616455,160.1,False,6.227241519386283,1080p,1080p_DLAA_vs_Quality
690,11.5,0.8835022449493408,93.90617370605469,28.40386215690886,0.12403196096420288,2.5804009437561035,158.3,False,4.246765136859125,1080p,1080p_DLAA_vs_Quality
700,11.667,0.8584100008010864,146.97454833984375,26.458382266134585,0.16436487436294556,3.3655200004577637,161.2,False,4.7838287421627115,1080p,1080p_DLAA_vs_Quality
710,11.833,0.8795036673545837,123.13866424560547,27.226859226235657,0.11031070351600647,2.8454885482788086,159.8,False,14.48905945248373,1080p,1080p_DLAA_vs_Quality
720,12.0,0.8750389218330383,133.67820739746094,26.870197477603345,0.12643732130527496,3.146286964416504,161.4,False,10.152313233723987,1080p,1080p_DLAA_vs_Quality
730,12.167,0.8560434579849243,149.0288543701172,26.398099979555493,0.15569034218788147,3.5769636631011963,155.8,False,11.494323729530151,1080p,1080p_DLAA_vs_Quality
740,12.333,0.8452948331832886,201.12901306152344,25.096056383383868,0.17725956439971924,4.134123802185059,157.7,False,12.145935058859806,1080p,1080p_DLAA_vs_Quality
750,12.5,0.8049559593200684,347.1647033691406,22.725447973336482,0.22175800800323486,5.512134552001953,163.6,False,10.508941669081139,1080p,1080p_DLAA_vs_Quality
760,12.667,0.8815978169441223,110.2540512084961,27.706858045859008,0.1694241166114807,3.5844647884368896,158.5,False,45.57385253929175,1080p,1080p_DLAA_vs_Quality
770,12.833,0.8712597489356995,139.56192016601562,26.68313424799718,0.19484633207321167,4.142787933349609,161.5,False,2.553497309262724,1080p,1080p_DLAA_vs_Quality
780,13.0,0.8554595708847046,214.17831420898438,24.823048649423356,0.22323819994926453,4.855294227600098,160.4,False,17.636840813184193,1080p,1080p_DLAA_vs_Quality
790,13.167,0.8478362560272217,179.87071228027344,25.58119906419213,0.22382405400276184,5.049596786499023,165.2,False,42.622344974712064,1080p,1080p_DLAA_vs_Quality
800,13.333,0.8735221028327942,169.31640625,25.84381318892288,0.18952850997447968,4.797551155090332,163.9,False,47.636383054740975,1080p,1080p_DLAA_vs_Quality
810,13.5,0.8159432411193848,297.0839538574219,23.402011656087524,0.2617493271827698,6.268669128417969,164.4,False,30.88211059407479,1080p,1080p_DLAA_vs_Quality
820,13.667,0.7955487966537476,298.5244140625,23.381005062767354,0.26958775520324707,6.330118656158447,157.2,False,12.91253662678173,1080p,1080p_DLAA_vs_Quality
830,13.833,0.8394826650619507,233.71517944335938,24.443934407974496,0.23947186768054962,5.655186176300049,172.2,False,30.207031250073896,1080p,1080p_DLAA_vs_Quality
840,14.0,0.8318565487861633,195.982177734375,25.208637816723588,0.24367669224739075,4.94210958480835,172.0,False,31.72592163767291,1080p,1080p_DLAA_vs_Quality
850,14.167,0.793475329875946,183.55313110351562,25.493185636411933,0.25059276819229126,4.90848970413208,159.3,False,7.801696751119209,1080p,1080p_DLAA_vs_Quality
860,14.333,0.7928371429443359,202.974609375,25.05638646590163,0.2044699341058731,4.807723522186279,172.9,False,17.36987305419484,1080p,1080p_DLAA_vs_Quality
870,14.5,0.8216214179992676,173.1950225830078,25.745449541091887,0.19754791259765625,4.118710517883301,180.6,False,45.363800051649804,1080p,1080p_DLAA_vs_Quality
880,14.667,0.8216663599014282,194.56240844726562,25.240214272016498,0.18266060948371887,4.110782623291016,180.7,False,4.588073731041703,1080p,1080p_DLAA_vs_Quality
890,14.833,0.8349106311798096,131.57662963867188,26.939016032031073,0.17505133152008057,3.602926731109619,186.8,False,7.6700439420523026,1080p,1080p_DLAA_vs_Quality
900,15.0,0.8391422629356384,116.32312774658203,27.474142896980382,0.1600048989057541,3.4261398315429688,182.9,False,5.73046874849291,1080p,1080p_DLAA_vs_Quality
910,15.167,0.8153409361839294,150.22708129882812,26.36332131272434,0.17488214373588562,4.022609233856201,187.2,False,6.962097164793221,1080p,1080p_DLAA_vs_Quality
920,15.333,0.8206197619438171,147.0726318359375,26.45548496763482,0.16929100453853607,3.7485885620117188,186.4,False,15.347885132493474,1080p,1080p_DLAA_vs_Quality
930,15.5,0.8063501119613647,121.42928314208984,27.287569297014798,0.18170297145843506,3.5688724517822266,192.1,False,8.792602530460215,1080p,1080p_DLAA_vs_Quality
940,15.667,0.8189768195152283,127.05960845947266,27.090728481667348,0.16877901554107666,3.339301109313965,192.5,False,15.656982430397363,1080p,1080p_DLAA_vs_Quality
950,15.833,0.8567890524864197,79.93128204345703,29.10363582053748,0.11569950729608536,2.593249559402466,193.8,False,17.52655028515298,1080p,1080p_DLAA_vs_Quality
960,16.0,0.8352696299552917,88.13872528076172,28.67913595696216,0.13550280034542084,2.714618444442749,193.6,False,1.6961669790816671,1080p,1080p_DLAA_vs_Quality
970,16.167,0.841626763343811,94.12139892578125,28.393919873997064,0.1297588050365448,2.7808992862701416,195.1,False,0.10142516154438397,1080p,1080p_DLAA_vs_Quality
980,16.333,0.8181065917015076,115.73937225341797,27.495992383580592,0.13593052327632904,3.1546313762664795,174.0,False,0.4122009154056059,1080p,1080p_DLAA_vs_Quality
990,16.5,0.8301926851272583,113.7212142944336,27.572388725072937,0.13841219246387482,3.062181234359741,197.9,False,2.6543502685859863,1080p,1080p_DLAA_vs_Quality
1000,16.667,0.8013162016868591,141.6524658203125,26.618562219490876,0.15266503393650055,3.5816097259521484,192.6,False,1.0742950272733651,1080p,1080p_DLAA_vs_Quality
1010,16.833,0.7597935199737549,193.5712127685547,25.262395898446925,0.15911421179771423,4.337576866149902,201.1,False,1.6904907350776455,1080p,1080p_DLAA_vs_Quality
1020,17.0,0.7595205903053284,203.0640869140625,25.054472382221753,0.17828048765659332,4.46833610534668,192.7,False,3.740539526990517,1080p,1080p_DLAA_vs_Quality
1030,17.167,0.7738311886787415,195.51663208007812,25.218966532876273,0.16630104184150696,4.470073223114014,199.7,False,2.991027816194503,1080p,1080p_DLAA_vs_Quality
1040,17.333,0.7548437714576721,243.5438232421875,24.265032413959702,0.17330336570739746,4.9442830085754395,199.9,False,2.3300781004613214,1080p,1080p_DLAA_vs_Quality
1050,17.5,0.746279776096344,259.3564147949219,23.991833667778124,0.18062157928943634,5.227733135223389,198.1,False,5.086883526084307,1080p,1080p_DLAA_vs_Quality
1060,17.667,0.7442300915718079,258.497314453125,24.00624325330588,0.17367321252822876,5.052164554595947,199.1,False,3.5541076488822796,1080p,1080p_DLAA_vs_Quality
1070,17.833,0.6986311078071594,319.5064392089844,23.08600745682569,0.1816900074481964,5.884812831878662,197.0,False,7.373077381755962,1080p,1080p_DLAA_vs_Quality
1080,18.0,0.667084813117981,386.4200744628906,22.26020681007474,0.2006015181541443,6.469218730926514,197.1,False,6.487426745872426,1080p,1080p_DLAA_vs_Quality
1090,18.167,0.6645394563674927,438.0974426269531,21.715096428557796,0.20128056406974792,6.9469313621521,199.2,False,18.584381086515123,1080p,1080p_DLAA_vs_Quality
1100,18.333,0.6619471311569214,426.9363708496094,21.827172067984453,0.19915978610515594,7.046642303466797,199.3,False,37.23812865283924,1080p,1080p_DLAA_vs_Quality
1110,18.5,0.6430532932281494,502.709716796875,21.117630811491228,0.21607211232185364,7.884484767913818,200.4,False,32.22286988239409,1080p,1080p_DLAA_vs_Quality
1120,18.667,0.6776525378227234,399.8622131347656,22.11169995500168,0.2073773443698883,7.090321063995361,200.7,False,37.848144525459986,1080p,1080p_DLAA_vs_Quality
1130,18.833,0.7350460886955261,304.6882019042969,23.292247230123586,0.17736026644706726,5.909578323364258,195.7,False,38.15863038468183,1080p,1080p_DLAA_vs_Quality
1140,19.0,0.71011883020401,317.41680908203125,23.11450439399688,0.2118270844221115,6.218070030212402,197.2,False,29.41134643930377,1080p,1080p_DLAA_vs_Quality
1150,19.167,0.7291978001594543,296.38189697265625,23.41228687488364,0.24199503660202026,6.09744119644165,197.1,False,27.040832533030596,1080p,1080p_DLAA_vs_Quality
1160,19.333,0.7446784973144531,285.75115966796875,23.57092359293582,0.24393244087696075,5.975314617156982,196.9,False,0.5008850218690668,1080p,1080p_DLAA_vs_Quality
1170,19.5,0.7716209292411804,450.0907287597656,21.59780293696913,0.218211829662323,6.058868885040283,191.0,False,30.02291871405714,1080p,1080p_DLAA_vs_Quality
1180,19.667,0.753211498260498,662.5643310546875,19.918523088014272,0.3016682267189026,7.733185768127441,190.9,False,68.28890992095131,1080p,1080p_DLAA_vs_Quality
1190,19.833,0.7817649245262146,395.10723876953125,22.1636537439359,0.25602424144744873,6.33098840713501,177.9,False,70.43869018587083,1080p,1080p_DLAA_vs_Quality
1200,20.0,0.8211141228675842,284.7243957519531,23.586556809125803,0.21268180012702942,5.107658863067627,166.4,False,38.49142456390507,1080p,1080p_DLAA_vs_Quality
1210,20.167,0.8149108290672302,294.1790466308594,23.44468624688044,0.22602510452270508,5.199285507202148,166.6,False,11.078872684388585,1080p,1080p_DLAA_vs_Quality
1220,20.333,0.8571988344192505,117.59381866455078,27.42695867277716,0.17387306690216064,3.6315383911132812,168.3,False,16.126419068539434,1080p,1080p_DLAA_vs_Quality
1230,20.5,0.8567938804626465,127.85347747802734,27.063678159988733,0.1746429204940796,4.185718536376953,166.5,False,18.31111907320677,1080p,1080p_DLAA_vs_Quality
1240,20.667,0.8468199968338013,143.05699157714844,26.575712730770267,0.1843530237674713,4.479238986968994,169.0,False,1.6035842905362472,1080p,1080p_DLAA_vs_Quality
1250,20.833,0.853320837020874,124.84465789794922,27.167103972408487,0.178600013256073,4.096750736236572,167.2,False,12.332420354757915,1080p,1080p_DLAA_vs_Quality
1260,21.0,0.8607242107391357,121.95460510253906,27.268821566047077,0.18775436282157898,3.905987024307251,166.7,False,6.632366175084911,1080p,1080p_DLAA_vs_Quality
1270,21.167,0.8729742765426636,113.90068817138672,27.565540128368085,0.18411211669445038,3.740994453430176,171.3,False,9.264778140222859,1080p,1080p_DLAA_vs_Quality
1280,21.333,0.8792661428451538,122.90290832519531,27.23518200889191,0.2037643939256668,3.646787405014038,163.8,False,11.284385678541327,1080p,1080p_DLAA_vs_Quality
1290,21.5,0.8769872784614563,129.69366455078125,27.001615992621517,0.22137051820755005,3.608302354812622,155.2,False,8.249565120053504,1080p,1080p_DLAA_vs_Quality
1300,21.667,0.8832598328590393,124.7064437866211,27.17191466100921,0.22564388811588287,3.4791243076324463,164.5,False,6.863441463129362,1080p,1080p_DLAA_vs_Quality
1310,21.833,0.8871724009513855,140.17933654785156,26.663963606797154,0.23005938529968262,3.581646203994751,160.5,False,2.986930851000956,1080p,1080p_DLAA_vs_Quality
1320,22.0,0.8971405625343323,114.13348388671875,27.556672867045826,0.2123843878507614,3.1537766456604004,156.8,False,2.958660127733708,1080p,1080p_DLAA_vs_Quality
1330,22.167,0.8943018913269043,111.668701171875,27.65148896016372,0.20630833506584167,3.0943145751953125,156.9,False,1.0446929891576886,1080p,1080p_DLAA_vs_Quality
1340,22.333,0.8843783140182495,132.4041748046875,26.911786819118547,0.18611185252666473,3.1686699390411377,160.7,False,9.472290041677084,1080p,1080p_DLAA_vs_Quality
1350,22.5,0.8773177862167358,147.8047332763672,26.433920188057705,0.17139677703380585,3.262862205505371,156.6,False,8.022018420342107,1080p,1080p_DLAA_vs_Quality
1360,22.667,0.8610541820526123,172.82057189941406,25.754849228950217,0.16992619633674622,3.6209943294525146,160.6,False,1.5244445896713046,1080p,1080p_DLAA_vs_Quality
1370,22.833,0.845639169216156,230.69732666015625,24.500377989583008,0.1758681684732437,4.181682109832764,160.6,False,8.798034690727036,1080p,1080p_DLAA_vs_Quality
1380,23.0,0.837820291519165,410.94842529296875,21.99293040247661,0.20062020421028137,5.078025817871094,161.0,False,26.20404057077053,1080p,1080p_DLAA_vs_Quality
1390,23.167,0.8501731753349304,499.79901123046875,21.14284968256303,0.19583319127559662,5.349421501159668,161.0,False,40.72116092478427,1080p,1080p_DLAA_vs_Quality
1400,23.333,0.8609793186187744,426.5878601074219,21.83071868787263,0.20459476113319397,4.987224102020264,164.0,False,65.10302740410981,1080p,1080p_DLAA_vs_Quality
1410,23.5,0.8666956424713135,329.3460388183594,22.95427916499134,0.18763680756092072,4.385569095611572,164.1,False,52.981353850800645,1080p,1080p_DLAA_vs_Quality
1420,23.667,0.8772620558738708,224.79205322265625,24.61299406740247,0.17777295410633087,4.209614276885986,162.4,False,36.976165794900226,1080p,1080p_DLAA_vs_Quality
1430,23.833,0.8888059854507446,168.58908081054688,25.86250918083889,0.14806804060935974,3.679630756378174,171.5,False,40.80734256443901,1080p,1080p_DLAA_vs_Quality
1440,24.0,0.8886810541152954,170.57347106933594,25.81168873685285,0.15152429044246674,3.64778208732605,163.5,False,10.761657740704493,1080p,1080p_DLAA_vs_Quality
1450,24.167,0.8796289563179016,187.91810607910156,25.39111734086123,0.15607503056526184,3.799659013748169,160.6,False,28.30416872861167,1080p,1080p_DLAA_vs_Quality
1460,24.333,0.8435318470001221,273.77423095703125,23.756877931833166,0.1797499805688858,4.535478591918945,152.5,False,32.675933804995225,1080p,1080p_DLAA_vs_Quality
1470,24.5,0.838473379611969,238.0492401123047,24.36413561386134,0.1860310286283493,4.3152384757995605,149.4,False,3.3598327387295512,1080p,1080p_DLAA_vs_Quality
1480,24.667,0.8148723840713501,345.1065979003906,22.75127098463296,0.22193539142608643,5.379671096801758,146.7,False,15.962036102563161,1080p,1080p_DLAA_vs_Quality
1490,24.833,0.8381593823432922,254.44911193847656,24.074794214019345,0.2042190283536911,4.577744960784912,142.6,False,7.907562271860968,1080p,1080p_DLAA_vs_Quality
1500,25.0,0.8422306180000305,294.1717224121094,23.444794375158835,0.20432044565677643,4.4511003494262695,139.8,False,3.0529175011052985,1080p,1080p_DLAA_vs_Quality
1510,25.167,0.8365112543106079,286.2469482421875,23.563394956287627,0.21419650316238403,4.4465012550354,137.2,False,16.005065888020795,1080p,1080p_DLAA_vs_Quality
1520,25.333,0.841925323009491,226.79452514648438,24.574477944537865,0.2006482183933258,4.07750940322876,141.1,False,4.4513549893645745,1080p,1080p_DLAA_vs_Quality
1530,25.5,0.8478263020515442,207.66456604003906,24.957179620030438,0.18638232350349426,4.077444076538086,146.3,False,8.585479737233129,1080p,1080p_DLAA_vs_Quality
1540,25.667,0.8531255722045898,183.56253051757812,25.49296324798844,0.18778909742832184,3.9626433849334717,139.4,False,22.43780518809581,1080p,1080p_DLAA_vs_Quality
1550,25.833,0.8619974851608276,164.70396423339844,25.96376308607866,0.1792220026254654,3.5014266967773438,141.4,False,27.413116466699364,1080p,1080p_DLAA_vs_Quality
1560,26.0,0.8590575456619263,170.0683135986328,25.82456955610146,0.1864599734544754,3.541159152984619,141.3,False,11.295928964107475,1080p,1080p_DLAA_vs_Quality
1570,26.167,0.8508005738258362,205.3772430419922,25.005280412211874,0.19841188192367554,3.805816888809204,142.3,False,14.714675906286402,1080p,1080p_DLAA_vs_Quality
1580,26.333,0.8501923084259033,196.8733673095703,25.188933913666638,0.18782469630241394,3.7225964069366455,134.1,False,4.427551277231601,1080p,1080p_DLAA_vs_Quality
1590,26.5,0.8566299080848694,188.0319061279297,25.388488122446486,0.18100056052207947,3.4878787994384766,139.5,False,23.341934198862447,1080p,1080p_DLAA_vs_Quality
1600,26.667,0.8564251661300659,195.44247436523438,25.2206140855846,0.19033443927764893,3.5696218013763428,138.5,False,35.74005126143575,1080p,1080p_DLAA_vs_Quality
1610,26.833,0.8684854507446289,151.8847198486328,26.31566276400893,0.17153260111808777,3.298318862915039,138.8,False,8.769577014533525,1080p,1080p_DLAA_vs_Quality
1620,27.0,0.8580484986305237,176.90292358398438,25.653453505364805,0.18796052038669586,3.4610748291015625,132.6,False,4.5970001266114195,1080p,1080p_DLAA_vs_Quality
1630,27.167,0.8539037108421326,185.1239471435547,25.45617759297023,0.203035369515419,3.6749300956726074,135.1,False,0.20912168620409943,1080p,1080p_DLAA_vs_Quality
1640,27.333,0.8375602960586548,204.45082092285156,25.024915021695403,0.2332451343536377,4.1270670890808105,135.0,False,6.4647064055220085,1080p,1080p_DLAA_vs_Quality
1650,27.5,0.8340340852737427,271.8184814453125,23.788013789760484,0.2499435693025589,4.455984592437744,135.7,False,6.557434084731426,1080p,1080p_DLAA_vs_Quality
