,ssim,psnr,lpips,flip
ssim,1.0,0.9418265862398576,-0.8587383619224747,-0.9370691346891182
psnr,0.9418265862398576,1.0,-0.9787771114299212,-0.9925520155133517
lpips,-0.8587383619224747,-0.9787771114299212,1.0,0.9798215194335209
flip,-0.9370691346891182,-0.9925520155133517,0.9798215194335209,1.0
