frame_index,timestamp,ssim,mse,psnr,lpips,flip,optical_flow,fps,fps_interpolated,resolution,comparison
400,6.667,0.7809524536132812,403.9167175292969,22.06788532504866,0.41622626781463623,8.621661186218262,36.592468262257,,,1080p,1080p_DLAA_vs_Quality
410,6.833,0.7556079626083374,384.43792724609375,22.282541338455133,0.40970656275749207,8.040696144104004,6.461914062462057,,,1080p,1080p_DLAA_vs_Quality
420,7.0,0.757284939289093,345.3221435546875,22.74855932778324,0.3925887644290924,7.583255290985107,5.925628661425719,,,1080p,1080p_DLAA_vs_Quality
430,7.167,0.7654587626457214,319.02825927734375,23.09251206636318,0.37806832790374756,7.491835594177246,19.04843139569607,,,1080p,1080p_DLAA_vs_Quality
440,7.333,0.7896732687950134,293.8282165527344,23.44986861773314,0.35650336742401123,7.0794501304626465,10.576934813185403,,,1080p,1080p_DLAA_vs_Quality
450,7.5,0.7999771237373352,276.08819580078125,23.72032522168432,0.34611988067626953,6.754229545593262,1.4820098860830058,,,1080p,1080p_DLAA_vs_Quality
460,7.667,0.8162310719490051,239.6338653564453,24.335321677760994,0.3258053660392761,6.016446590423584,12.267745970278838,,,1080p,1080p_DLAA_vs_Quality
470,7.833,0.8209783434867859,226.53387451171875,24.57947207880975,0.3071286678314209,5.801023483276367,11.428268431138292,,,1080p,1080p_DLAA_vs_Quality
480,8.0,0.8286973237991333,219.4034423828125,24.71836923608562,0.2949395179748535,5.669685363769531,6.014144897013267,,,1080p,1080p_DLAA_vs_Quality
490,8.167,0.8381004333496094,205.19044494628906,25.009232276431348,0.2921447455883026,5.464354991912842,7.302124021969277,,,1080p,1080p_DLAA_vs_Quality
500,8.333,0.8416348695755005,180.51988220214844,25.56555319417617,0.2897706925868988,5.213410377502441,8.268470762161101,,,1080p,1080p_DLAA_vs_Quality
510,8.5,0.8475105166435242,170.21768188476562,25.820756891021723,0.28024977445602417,5.231616497039795,7.896774291370278,,,1080p,1080p_DLAA_vs_Quality
520,8.667,0.847587525844574,172.08189392089844,25.773451836484934,0.29016879200935364,5.334367752075195,0.6860504141145043,,,1080p,1080p_DLAA_vs_Quality
530,8.833,0.8534277677536011,173.6909637451172,25.73303135959753,0.28661811351776123,5.352837562561035,0.17935943624323158,,,1080p,1080p_DLAA_vs_Quality
540,9.0,0.8532202243804932,185.32952880859375,25.451357392990044,0.28116318583488464,5.397219181060791,7.009368896798293,,,1080p,1080p_DLAA_vs_Quality
550,9.167,0.8581131100654602,194.4108428955078,25.24359877652313,0.2772878110408783,5.373318672180176,7.246055602400148,,,1080p,1080p_DLAA_vs_Quality
560,9.333,0.8572061061859131,205.947021484375,24.993248455283954,0.2932286858558655,5.510199546813965,0.01779937712565527,,,1080p,1080p_DLAA_vs_Quality
570,9.5,0.8576332330703735,205.1553955078125,25.009974176373326,0.31103619933128357,5.76578950881958,4.154632568242903,,,1080p,1080p_DLAA_vs_Quality
580,9.667,0.8560397624969482,215.8404541015625,24.7894751483736,0.3374175429344177,5.927103519439697,11.430778504051375,,,1080p,1080p_DLAA_vs_Quality
590,9.833,0.8464825749397278,241.33792114257812,24.304547934181855,0.36102044582366943,6.222174167633057,11.185546874924142,,,1080p,1080p_DLAA_vs_Quality
600,10.0,0.8342159986495972,262.7527160644531,23.93533146859513,0.3763202428817749,6.596816062927246,22.658935548045775,,,1080p,1080p_DLAA_vs_Quality
610,10.167,0.8106200098991394,303.2227783203125,23.313185381584105,0.39793556928634644,7.322776794433594,19.143112184644536,,,1080p,1080p_DLAA_vs_Quality
620,10.333,0.8026462197303772,337.27886962890625,22.8509122718248,0.4012618064880371,7.676013946533203,21.623565674719686,,,1080p,1080p_DLAA_vs_Quality
630,10.5,0.7960484623908997,368.9650573730469,22.460951223745266,0.42343664169311523,8.014876365661621,10.749069211972994,,,1080p,1080p_DLAA_vs_Quality
640,10.667,0.8102524876594543,343.7538146972656,22.76832834559685,0.43118682503700256,7.4923996925354,13.614532471724175,,,1080p,1080p_DLAA_vs_Quality
650,10.833,0.8073796033859253,348.4978332519531,22.70880278605032,0.4337385296821594,7.518907070159912,12.921295167280135,,,1080p,1080p_DLAA_vs_Quality
660,11.0,0.8068406581878662,335.693115234375,22.871379265200503,0.4473787248134613,7.412252902984619,9.923233032306456,,,1080p,1080p_DLAA_vs_Quality
670,11.167,0.8235597610473633,262.3881530761719,23.941361382808843,0.4470686912536621,6.866482257843018,34.21606445461319,,,1080p,1080p_DLAA_vs_Quality
680,11.333,0.8552557826042175,155.88600158691406,26.20273243155105,0.3867672383785248,5.702535629272461,37.405158998550476,,,1080p,1080p_DLAA_vs_Quality
690,11.5,0.8473086357116699,172.1740264892578,25.77112724802472,0.3824589252471924,5.951615333557129,4.945350649316637,,,1080p,1080p_DLAA_vs_Quality
700,11.667,0.835981011390686,181.5353546142578,25.541191429633656,0.38513919711112976,5.934002876281738,6.765731811699922,,,1080p,1080p_DLAA_vs_Quality
710,11.833,0.8459257483482361,178.6464385986328,25.610859981093483,0.3459497094154358,5.491025447845459,15.0227737437245,,,1080p,1080p_DLAA_vs_Quality
720,12.0,0.8509655594825745,197.1792449951172,25.182191615125625,0.3364850580692291,5.890574932098389,2.880302428663498,,,1080p,1080p_DLAA_vs_Quality
730,12.167,0.8372508883476257,243.15321350097656,24.27200347311156,0.3370446562767029,6.265788555145264,15.332756041512752,,,1080p,1080p_DLAA_vs_Quality
740,12.333,0.8208629488945007,251.6077423095703,24.12356360062129,0.3502097725868225,6.70418119430542,13.27050781128328,,,1080p,1080p_DLAA_vs_Quality
750,12.5,0.8164038062095642,234.5200958251953,24.42900297901863,0.35128697752952576,6.431244373321533,1.0673370364831811,,,1080p,1080p_DLAA_vs_Quality
760,12.667,0.828757107257843,221.62806701660156,24.674556022006414,0.3322797417640686,6.173508167266846,3.9272918718140346,,,1080p,1080p_DLAA_vs_Quality
770,12.833,0.841599702835083,201.20700073242188,25.0943727351699,0.29880279302597046,5.817468166351318,9.344833375478643,,,1080p,1080p_DLAA_vs_Quality
780,13.0,0.8532047867774963,193.80197143554688,25.25722170303707,0.3053596019744873,5.6552019119262695,10.504173281531635,,,1080p,1080p_DLAA_vs_Quality
790,13.167,0.8669053912162781,175.97999572753906,25.676170580475617,0.2945170998573303,5.319929599761963,16.367080690959924,,,1080p,1080p_DLAA_vs_Quality
800,13.333,0.8724196553230286,173.40606689453125,25.740160729599854,0.2891433835029602,5.32690954208374,14.003044131085773,,,1080p,1080p_DLAA_vs_Quality
810,13.5,0.8793866038322449,156.61512756347656,26.182466523155856,0.2689770758152008,5.100478172302246,16.476661684583917,,,1080p,1080p_DLAA_vs_Quality
820,13.667,0.8848886489868164,161.9165802001953,26.037890382370378,0.2557781934738159,5.210562229156494,10.691932680927295,,,1080p,1080p_DLAA_vs_Quality
830,13.833,0.883820652961731,152.6468963623047,26.29392382278612,0.22862866520881653,4.739221572875977,8.251693727505241,,,1080p,1080p_DLAA_vs_Quality
840,14.0,0.8819167613983154,171.9563446044922,25.776621564244042,0.23585909605026245,5.011167049407959,10.467491152616446,,,1080p,1080p_DLAA_vs_Quality
850,14.167,0.8812059164047241,188.7137451171875,25.3727682736356,0.25777316093444824,5.351286888122559,14.232276919432792,,,1080p,1080p_DLAA_vs_Quality
860,14.333,0.8885989785194397,199.3842010498047,25.13389618470642,0.2515322268009186,5.49360990524292,13.497695925290017,,,1080p,1080p_DLAA_vs_Quality
870,14.5,0.8863188028335571,221.99966430664062,24.667280431284603,0.24614709615707397,5.503300666809082,15.909378053846922,,,1080p,1080p_DLAA_vs_Quality
880,14.667,0.8836448788642883,154.6595916748047,26.237035016288367,0.22366365790367126,4.653589725494385,44.465263369613524,,,1080p,1080p_DLAA_vs_Quality
890,14.833,0.8741083741188049,141.08094787597656,26.636119919824438,0.21236157417297363,4.510259628295898,22.624229431792443,,,1080p,1080p_DLAA_vs_Quality
900,15.0,0.8744723796844482,138.71499633789062,26.709569461195393,0.2074168175458908,4.349050521850586,10.548149110510906,,,1080p,1080p_DLAA_vs_Quality
910,15.167,0.8673624992370605,143.5901641845703,26.55955668779629,0.21304671466350555,4.383261203765869,10.683456420832862,,,1080p,1080p_DLAA_vs_Quality
920,15.333,0.8634163737297058,150.72439575195312,26.348968093961595,0.21747976541519165,4.505232334136963,5.33541107128498,,,1080p,1080p_DLAA_vs_Quality
930,15.5,0.8576546311378479,162.04432678222656,26.034465300063346,0.22421804070472717,4.627344608306885,5.1287689206371425,,,1080p,1080p_DLAA_vs_Quality
940,15.667,0.8632587790489197,152.39926147460938,26.30097498446212,0.21345168352127075,4.452031135559082,11.783988952029077,,,1080p,1080p_DLAA_vs_Quality
950,15.833,0.8594947457313538,156.4732666015625,26.18640211695755,0.21273064613342285,4.418433666229248,7.525360106729494,,,1080p,1080p_DLAA_vs_Quality
960,16.0,0.86115562915802,159.6248321533203,26.09979907260026,0.20978042483329773,4.445700168609619,9.201507568013099,,,1080p,1080p_DLAA_vs_Quality
970,16.167,0.8551899790763855,169.39208984375,25.841872347871515,0.22203806042671204,4.620415210723877,7.128890990396087,,,1080p,1080p_DLAA_vs_Quality
980,16.333,0.8590037822723389,168.5142364501953,25.864437639656828,0.22195100784301758,4.627936840057373,11.606094360031904,,,1080p,1080p_DLAA_vs_Quality
990,16.5,0.8505697846412659,185.4906005859375,25.447584534779544,0.24370212852954865,4.911911964416504,4.745765685746832,,,1080p,1080p_DLAA_vs_Quality
1000,16.667,0.8472086787223816,192.7253875732422,25.28141433152086,0.26501452922821045,5.086284637451172,8.896110533248219,,,1080p,1080p_DLAA_vs_Quality
1010,16.833,0.850313127040863,196.20567321777344,25.20368800170807,0.2544544041156769,5.172201156616211,8.299865723159598,,,1080p,1080p_DLAA_vs_Quality
1020,17.0,0.8449297547340393,208.30126953125,24.943884440227265,0.26366952061653137,5.386143684387207,6.443801881036151,,,1080p,1080p_DLAA_vs_Quality
1030,17.167,0.849760890007019,197.07078552246094,25.184581131829592,0.2595329284667969,5.322982311248779,7.544960024000531,,,1080p,1080p_DLAA_vs_Quality
1040,17.333,0.8477125763893127,197.79107666015625,25.16873666350285,0.26997870206832886,5.3885369300842285,4.63583374091543,,,1080p,1080p_DLAA_vs_Quality
1050,17.5,0.856036365032196,186.1376953125,25.43246028530032,0.2588717043399811,5.300954818725586,9.831604006583774,,,1080p,1080p_DLAA_vs_Quality
1060,17.667,0.8531373739242554,184.58572387695312,25.468822518335756,0.2709552049636841,5.327426910400391,4.657073975846188,,,1080p,1080p_DLAA_vs_Quality
1070,17.833,0.8498875498771667,189.25485229492188,25.360333377003226,0.271869421005249,5.354620933532715,1.1765365584983556,,,1080p,1080p_DLAA_vs_Quality
1080,18.0,0.8456624746322632,198.1757354736328,25.16029882237379,0.2800329625606537,5.452602386474609,4.823379516838514,,,1080p,1080p_DLAA_vs_Quality
1090,18.167,0.8467047214508057,201.7357635498047,25.082974644622354,0.284204363822937,5.547204971313477,11.324714658442431,,,1080p,1080p_DLAA_vs_Quality
1100,18.333,0.8437376022338867,201.5861358642578,25.086197007764483,0.28853562474250793,5.578721046447754,5.327552794970728,,,1080p,1080p_DLAA_vs_Quality
1110,18.5,0.8455148935317993,210.14825439453125,24.90554573997172,0.2910006046295166,5.651629447937012,12.010993955450672,,,1080p,1080p_DLAA_vs_Quality
1120,18.667,0.8428710103034973,218.23971557617188,24.741465738912485,0.29409828782081604,5.685141563415527,11.299926756271532,,,1080p,1080p_DLAA_vs_Quality
1130,18.833,0.8398649096488953,227.88192749023438,24.55370476681335,0.28170424699783325,5.7288336753845215,5.380325313996707,,,1080p,1080p_DLAA_vs_Quality
1140,19.0,0.8343839645385742,249.21180725097656,24.165117462256028,0.2981265187263489,5.902069091796875,10.755981442970494,,,1080p,1080p_DLAA_vs_Quality
1150,19.167,0.8355393409729004,250.05177307128906,24.15050422470739,0.30279672145843506,5.8921027183532715,6.908676145482474,,,1080p,1080p_DLAA_vs_Quality
1160,19.333,0.833922266960144,254.25875854492188,24.078044387137844,0.32025378942489624,5.9478654861450195,18.70204162531371,,,1080p,1080p_DLAA_vs_Quality
1170,19.5,0.8353398442268372,257.2424621582031,24.02737703151847,0.32747992873191833,5.976857662200928,15.830078124264361,,,1080p,1080p_DLAA_vs_Quality
1180,19.667,0.8332842588424683,261.44158935546875,23.9570568584495,0.3376519978046417,6.005838394165039,24.301986695829527,,,1080p,1080p_DLAA_vs_Quality
1190,19.833,0.8353274464607239,248.04014587402344,24.18558382781512,0.32754063606262207,5.828964710235596,22.988494873635574,,,1080p,1080p_DLAA_vs_Quality
1200,20.0,0.8249916434288025,272.992431640625,23.769297539087503,0.34117358922958374,6.038119792938232,36.45304870764906,,,1080p,1080p_DLAA_vs_Quality
1210,20.167,0.8240605592727661,289.95025634765625,23.507568638198087,0.35012829303741455,6.092033386230469,31.49438476641251,,,1080p,1080p_DLAA_vs_Quality
1220,20.333,0.8292306065559387,292.6627502441406,23.467129113855904,0.35233718156814575,6.047619819641113,29.33877563864479,,,1080p,1080p_DLAA_vs_Quality
1230,20.5,0.8393868803977966,276.53900146484375,23.71323970520198,0.34525740146636963,5.93405294418335,28.396560674514916,,,1080p,1080p_DLAA_vs_Quality
1240,20.667,0.8449496626853943,276.08770751953125,23.72033290249224,0.34678369760513306,6.120924949645996,37.49981689910223,,,1080p,1080p_DLAA_vs_Quality
1250,20.833,0.8352353572845459,322.087890625,23.0510596369057,0.36590948700904846,6.579807758331299,48.35411072620141,,,1080p,1080p_DLAA_vs_Quality
1260,21.0,0.843256950378418,323.8486328125,23.02738292929412,0.3686203956604004,6.6920247077941895,46.80384826459374,,,1080p,1080p_DLAA_vs_Quality
1270,21.167,0.8454530835151672,338.3193054199219,22.837535803482577,0.38458508253097534,6.973445892333984,31.7447357184665,,,1080p,1080p_DLAA_vs_Quality
1280,21.333,0.8560682535171509,322.5473937988281,23.044868237476244,0.37089505791664124,6.654106616973877,10.77566528306167,,,1080p,1080p_DLAA_vs_Quality
1290,21.5,0.8720078468322754,291.0228271484375,23.49153305504718,0.3482361137866974,6.20468807220459,0.10870361878841095,,,1080p,1080p_DLAA_vs_Quality
1300,21.667,0.8838410973548889,260.0223083496094,23.98069751445089,0.3362700939178467,5.712661266326904,6.901504516762628,,,1080p,1080p_DLAA_vs_Quality
1310,21.833,0.8851335644721985,248.27491760253906,24.18147514438763,0.30941689014434814,5.557713508605957,4.732299803985569,,,1080p,1080p_DLAA_vs_Quality
1320,22.0,0.8816046714782715,268.75677490234375,23.837209399791593,0.3032810389995575,5.742156505584717,12.077758789650431,,,1080p,1080p_DLAA_vs_Quality
1330,22.167,0.8727248311042786,300.5769958496094,23.351246213364874,0.303786963224411,5.928781032562256,21.04702758701316,,,1080p,1080p_DLAA_vs_Quality
1340,22.333,0.8747697472572327,325.76507568359375,23.001758378349493,0.2868198752403259,5.939150333404541,36.009140013513786,,,1080p,1080p_DLAA_vs_Quality
1350,22.5,0.8735119104385376,339.890869140625,22.817408630547998,0.2967337965965271,6.152382850646973,84.32489013594798,,,1080p,1080p_DLAA_vs_Quality
1360,22.667,0.8677299618721008,424.8125,21.848830736015735,0.3261110186576843,7.121402263641357,73.56768798736249,,,1080p,1080p_DLAA_vs_Quality
1370,22.833,0.8341374397277832,649.9447021484375,20.002039527995127,0.3801998794078827,10.058526039123535,126.14086914363088,,,1080p,1080p_DLAA_vs_Quality
1380,23.0,0.8283253908157349,502.9186096191406,21.115826546457303,0.3837047517299652,9.330609321594238,162.99716186994,,,1080p,1080p_DLAA_vs_Quality
1390,23.167,0.8623538017272949,375.7796630859375,22.381470881596787,0.28723374009132385,6.476416110992432,52.534240722294754,,,1080p,1080p_DLAA_vs_Quality
1400,23.333,0.8519949913024902,415.2074890136719,21.948151826749545,0.2991454005241394,6.696200847625732,23.414672849740384,,,1080p,1080p_DLAA_vs_Quality
1410,23.5,0.8564316034317017,317.2734680175781,23.116466051095678,0.28462842106819153,6.0143961906433105,18.990203860990164,,,1080p,1080p_DLAA_vs_Quality
1420,23.667,0.8267177939414978,421.1297607421875,21.886644272856792,0.35901886224746704,7.463773250579834,45.88299561625581,,,1080p,1080p_DLAA_vs_Quality
1430,23.833,0.8248714208602905,381.8616943359375,22.311742656600806,0.34564346075057983,7.110462665557861,61.958801266115046,,,1080p,1080p_DLAA_vs_Quality
1440,24.0,0.8426671624183655,411.8443603515625,21.983472375798108,0.3362545371055603,7.027301788330078,8.505020156306045,,,1080p,1080p_DLAA_vs_Quality
1450,24.167,0.859054684638977,529.2968139648438,20.893810810494212,0.33604538440704346,7.577772617340088,74.25457763530557,,,1080p,1080p_DLAA_vs_Quality
1460,24.333,0.8489300012588501,870.10009765625,18.735111434686825,0.38289907574653625,11.086396217346191,205.88305663513762,,,1080p,1080p_DLAA_vs_Quality
1470,24.5,0.8941315412521362,287.50054931640625,23.54441682051457,0.30115053057670593,6.422237396240234,2.0009765630533707,,,1080p,1080p_DLAA_vs_Quality
1480,24.667,0.9119915962219238,138.0110321044922,26.73166557143451,0.2806989848613739,4.142813205718994,71.99868774452705,,,1080p,1080p_DLAA_vs_Quality
1490,24.833,0.9171746373176575,105.95545196533203,27.879570525106544,0.269102543592453,3.637489080429077,10.416763305393133,,,1080p,1080p_DLAA_vs_Quality
1500,25.0,0.9125824570655823,108.1873779296875,27.7890376567264,0.2904821038246155,3.6943397521972656,2.523742674019033,,,1080p,1080p_DLAA_vs_Quality
1510,25.167,0.9056388735771179,103.29237365722656,27.99012103248099,0.29184335470199585,3.8539347648620605,0.3069953928540414,,,1080p,1080p_DLAA_vs_Quality
1520,25.333,0.905148446559906,93.25082397460938,28.43427682896085,0.30391189455986023,4.1132049560546875,2.6165275570631152,,,1080p,1080p_DLAA_vs_Quality
1530,25.5,0.9028504490852356,175.01040649414062,25.700164873324187,0.2950369119644165,5.012160778045654,50.729198456469625,,,1080p,1080p_DLAA_vs_Quality
1540,25.667,0.8932347297668457,241.169677734375,24.307576578163026,0.3223300576210022,6.172035217285156,38.5655975339192,,,1080p,1080p_DLAA_vs_Quality
1550,25.833,0.8735377192497253,266.34698486328125,23.876325760776453,0.33100613951683044,6.32198429107666,39.920135498427896,,,1080p,1080p_DLAA_vs_Quality
1560,26.0,0.8733086585998535,168.28219604492188,25.870421900403716,0.2635173499584198,5.0806074142456055,57.84887695302348,,,1080p,1080p_DLAA_vs_Quality
1570,26.167,0.8668986558914185,195.9783172607422,25.208723365263182,0.27080872654914856,4.910597324371338,14.754402161528901,,,1080p,1080p_DLAA_vs_Quality
1580,26.333,0.8332825303077698,278.3739929199219,23.684517019802364,0.3056851327419281,6.123904228210449,30.824111939801668,,,1080p,1080p_DLAA_vs_Quality
1590,26.5,0.8113871216773987,211.8184356689453,24.87116604525817,0.28028738498687744,5.691935062408447,38.348312377237704,,,1080p,1080p_DLAA_vs_Quality
1600,26.667,0.7980130910873413,227.05703735351562,24.569453939991888,0.29134583473205566,5.790658473968506,3.1296386710982205,,,1080p,1080p_DLAA_vs_Quality
1610,26.833,0.7848259210586548,267.7327880859375,23.85378800241969,0.32220983505249023,6.465820789337158,9.962387085338491,,,1080p,1080p_DLAA_vs_Quality
1620,27.0,0.7848790287971497,291.19927978515625,23.488900643536937,0.32209667563438416,6.759237289428711,1.5743560805683785,,,1080p,1080p_DLAA_vs_Quality
1630,27.167,0.781423032283783,323.27783203125,23.035044358931742,0.3340552747249603,7.140609264373779,7.563613891421454,,,1080p,1080p_DLAA_vs_Quality
1640,27.333,0.7832965850830078,327.3755187988281,22.980341611985324,0.34704944491386414,7.208288192749023,6.619201659685245,,,1080p,1080p_DLAA_vs_Quality
1650,27.5,0.7867051959037781,605.4780883789062,20.309819297692147,0.3906327486038208,11.025003433227539,127.30171203690088,,,1080p,1080p_DLAA_vs_Quality
1660,27.667,0.8427174687385559,391.2452392578125,22.20631294854341,0.3931616544723511,8.70470142364502,288.98696899269476,,,1080p,1080p_DLAA_vs_Quality
1670,27.833,0.8646255731582642,296.16522216796875,23.41546301643248,0.3837735950946808,6.830904483795166,45.50128173623929,,,1080p,1080p_DLAA_vs_Quality
1680,28.0,0.859239399433136,328.76922607421875,22.961892015486693,0.38336074352264404,6.234025478363037,35.84346008785113,,,1080p,1080p_DLAA_vs_Quality
1690,28.167,0.8409849405288696,529.6494140625,20.890918646976615,0.3888680934906006,7.148806571960449,89.68365478801576,,,1080p,1080p_DLAA_vs_Quality
1700,28.333,0.7994613647460938,961.659423828125,18.300590690178232,0.4088081419467926,9.619172096252441,148.65826416230368,,,1080p,1080p_DLAA_vs_Quality
1710,28.5,0.6252101063728333,2734.8095703125,13.76153269848102,0.5425286293029785,20.060081481933594,685.874511724864,,,1080p,1080p_DLAA_vs_Quality
1720,28.667,0.6112331748008728,1331.312255859375,16.88800430793821,0.5100462436676025,14.635554313659668,321.4680786102025,,,1080p,1080p_DLAA_vs_Quality
1730,28.833,0.6126149892807007,1524.3397216796875,16.299985941208927,0.531174898147583,16.42991065979004,77.4547119130334,,,1080p,1080p_DLAA_vs_Quality
1740,29.0,0.6933037638664246,1215.540283203125,17.283110048601415,0.5423704385757446,13.570882797241211,108.22485351417572,,,1080p,1080p_DLAA_vs_Quality
1750,29.167,0.7589465379714966,410.21954345703125,22.00064013920493,0.4388987421989441,7.796529293060303,81.4130554175643,,,1080p,1080p_DLAA_vs_Quality
